Date/Time,Year,Month,Day,Max Temp (°C),Min Temp (°C),Mean Temp (°C),Total Rain (mm),Total Snow (cm),Total Precip (mm),Snow on Grnd (cm),Spd of Max Gust (km/h)
2015-01-01,2015,1,1,-0.4,-6.3,-3.4,0.0,0.0,0.0,0.0,69
2015-01-02,2015,1,2,0.3,-4.4,-2.1,0.0,0.0,0.0,0.0,50
2015-01-03,2015,1,3,2.9,-3.6,-0.4,0.0,0.0,6.3,0.0,48
2015-01-04,2015,1,4,5.0,-4.7,0.2,0.0,0.0,2.8,0.0,61
2015-01-05,2015,1,5,-4.5,-11.8,-8.2,0.0,0.0,0.0,0.0,69
2015-01-06,2015,1,6,-7.4,-11.7,-9.6,0.0,0.0,0.0,0.0,61
2015-01-07,2015,1,7,-7.9,-17.1,-12.5,0.0,0.0,0.0,0.0,56
2015-01-08,2015,1,8,-6.7,-13.3,-10.0,0.0,0.0,0.0,0.0,76
2015-01-09,2015,1,9,-4.6,-11.8,-8.2,0.0,0.0,0.0,0.0,69
2015-01-10,2015,1,10,-8.4,-13.4,-10.9,0.0,0.0,0.0,0.0,69
2015-01-11,2015,1,11,0.8,-8.6,-3.9,0.0,0.0,0.0,0.0,50
2015-01-12,2015,1,12,0.2,-15.2,-7.5,0.0,0.0,0.3,0.0,46
2015-01-13,2015,1,13,-9.4,-18.6,-14.0,0.0,0.0,0.0,0.0,41
2015-01-14,2015,1,14,-3.6,-10.8,-7.2,0.0,0.0,0.0,0.0,32
2015-01-15,2015,1,15,-1.7,-10.7,-6.2,0.0,0.0,0.0,0.0,59
2015-01-16,2015,1,16,-1.1,-12.7,-6.9,0.0,0.0,0.0,0.0,65
2015-01-17,2015,1,17,4.5,-13.2,-4.4,0.0,0.0,0.0,0.0,33
2015-01-18,2015,1,18,4.8,0.5,2.7,0.0,0.0,0.9,0.0,44
2015-01-19,2015,1,19,1.2,-7.6,-3.2,0.0,0.0,0.0,0.0,48
2015-01-20,2015,1,20,-4.6,-11.4,-8.0,0.0,0.0,0.0,0.0,<31
2015-01-21,2015,1,21,-2.2,-11.7,-7.0,0.0,0.0,0.0,0.0,37
2015-01-22,2015,1,22,0.9,-6.8,-3.0,0.0,0.0,0.0,0.0,41
2015-01-23,2015,1,23,1.0,-3.6,-1.3,0.0,0.0,0.0,0.0,54
2015-01-24,2015,1,24,1.2,-4.0,-1.4,0.0,0.0,0.0,0.0,50
2015-01-25,2015,1,25,-1.9,-10.8,-6.4,0.0,0.0,0.0,0.0,50
2015-01-26,2015,1,26,-7.6,-12.7,-10.2,0.0,0.0,0.0,0.0,50
2015-01-27,2015,1,27,-4.4,-10.9,-7.7,0.0,0.0,0.0,0.0,35
