"Station Name","TORONTO BUTTONVILLE A"
"Province","ONTARIO"
"Latitude","43.86"
"Longitude","-79.37"
"Elevation","198.10"
"Climate Identifier","6158410"
"WMO Identifier","71639"
"TC Identifier","YKZ"

"Legend"
"A","Accumulated"
"C","Precipitation occurred, amount uncertain"
"E","Estimated"
"F","Accumulated and estimated"
"L","Precipitation may or may not have occurred"
"M","Missing"
"N","Temperature missing but known to be > 0"
"S","More than one occurrence"
"T","Trace"
"Y","Temperature missing but known to be < 0"
"[empty]","No data available"
"^","The value displayed is based on incomplete data"
"†","Data that is not subject to review by the National Climate Archives"

"Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"2016-01-01","2016","01","01","","-0.4","","-3.8","","-2.1","","20.1","","0.0","","0.0","","0.2","","0.2","","1","","29","","50",""
"2016-01-02","2016","01","02","","-0.1","","-4.1","","-2.1","","20.1","","0.0","","0.0","","0.2","","0.2","","1","","23","","44",""
"2016-01-03","2016","01","03","","1.2","","-11.9","","-5.4","","23.4","","0.0","","0.2","","0.0","","0.2","","1","","32","","63",""
"2016-01-04","2016","01","04","","-11.6","","-15.8","","-13.7","","31.7","","0.0","","0.0","","0.0","","0.0","","","","2","","39",""
"2016-01-05","2016","01","05","","-3.3","","-16.3","","-9.8","","27.8","","0.0","","0.0","","0.0","","0.0","","","","22","","32",""
"2016-01-06","2016","01","06","","2.0","","-7.4","","-2.7","","20.7","","0.0","","0.0","","0.0","","0.0","","","","","","<31",""
"2016-01-07","2016","01","07","","3.5","","-7.6","","-2.1","","20.1","","0.0","","0.0","","0.0","","0.0","","0","T","","","<31",""
"2016-01-08","2016","01","08","","2.8","","-6.0","","-1.6","","19.6","","0.0","","2.8","","0.0","","2.8","","0","","13","","33",""
"2016-01-09","2016","01","09","","7.5","","2.4","","5.0","","13.0","","0.0","","3.6","","0.0","","3.6","","0","","","","<31",""
"2016-01-10","2016","01","10","","6.8","","-6.6","","0.1","","17.9","","0.0","","23.2","","3.2","","26.4","","0","","27","","72",""
"2016-01-11","2016","01","11","","-6.1","","-10.3","","-8.2","","26.2","","0.0","","0.0","","0.0","T","0.0","T","3","","25","","54",""
"2016-01-12","2016","01","12","","-1.9","","-9.6","","-5.8","","23.8","","0.0","","0.0","","11.2","","6.4","","5","","29","","56",""
"2016-01-13","2016","01","13","","-7.0","","-11.1","","-9.1","","27.1","","0.0","","0.4","","1.3","","1.5","","9","","25","","43",""
"2016-01-14","2016","01","14","","-2.3","","-8.7","","-5.5","","23.5","","0.0","","0.0","","1.6","","1.2","","10","","24","","33",""
"2016-01-15","2016","01","15","","3.5","","-4.0","","-0.3","","18.3","","0.0","","2.8","","0.0","","2.8","","8","","9","","33",""
"2016-01-16","2016","01","16","","3.0","","-4.4","","-0.7","","18.7","","0.0","","3.2","","0.0","T","3.2","","2","","27","","52",""
"2016-01-17","2016","01","17","","-1.3","","-10.6","","-6.0","","24.0","","0.0","","0.0","","0.0","T","0.0","T","0","","25","","39",""
"2016-01-18","2016","01","18","","-8.0","","-12.6","","-10.3","","28.3","","0.0","","0.0","T","0.0","","0.0","T","0","","33","","50",""
"2016-01-19","2016","01","19","","-3.8","","-16.0","","-9.9","","27.9","","0.0","","0.0","","0.0","T","0.0","T","0","","33","","56",""
"2016-01-20","2016","01","20","","-3.5","","-7.8","","-5.7","","23.7","","0.0","","0.0","","0.0","T","0.0","T","0","","29","","33",""
"2016-01-21","2016","01","21","","-3.7","","-10.8","","-7.3","","25.3","","0.0","","","M","0.0","","","M","0","","","","<31",""
"2016-01-22","2016","01","22","","-2.7","","-12.2","","-7.5","","25.5","","0.0","","0.0","","0.0","","0.0","","","","","","<31",""
"2016-01-23","2016","01","23","","-4.9","","-12.5","","-8.7","","26.7","","0.0","","0.0","","0.0","","0.0","","0","","3","","37",""
"2016-01-24","2016","01","24","","-1.1","","-11.3","","-6.2","","24.2","","0.0","","0.0","","0.0","T","0.0","T","0","","","","<31",""
"2016-01-25","2016","01","25","","3.1","","-2.2","","0.5","","17.5","","0.0","","0.2","","0.0","","0.2","","0","","16","","33",""
"2016-01-26","2016","01","26","","6.3","","0.5","","3.4","","14.6","","0.0","","0.4","","0.0","","0.4","","0","","24","","61",""
"2016-01-27","2016","01","27","","0.5","","-4.3","","-1.9","","19.9","","0.0","","0.0","","0.4","","0.4","","0","","22","","52",""
"2016-01-28","2016","01","28","","1.0","","-6.5","","-2.8","","20.8","","0.0","","0.0","","3.4","","1.6","","0","","23","","46",""
"2016-01-29","2016","01","29","","-0.3","","-9.6","","-5.0","","23.0","","0.0","","0.0","","0.0","T","0.0","T","3","","33","","65",""
"2016-01-30","2016","01","30","","4.7","","-9.0","","-2.2","","20.2","","0.0","","0.0","","0.0","","0.0","","2","","19","","41",""
"2016-01-31","2016","01","31","","10.2","","-2.5","","3.9","","14.1","","0.0","","4.4","","0.0","","4.4","","","","25","","43",""
"2016-02-01","2016","02","01","","9.2","","0.1","","4.7","","13.3","","0.0","","0.0","","0.0","","0.0","","","","","","<31",""
"2016-02-02","2016","02","02","","2.8","","-1.0","","0.9","","17.1","","0.0","","","M","0.0","T","","M","","","10","","61",""
"2016-02-03","2016","02","03","","15.7","","0.1","","7.9","","10.1","","0.0","","4.4","","0.0","","4.4","","","","24","","67",""
"2016-02-04","2016","02","04","","3.9","","-2.2","","0.9","","17.1","","0.0","","0.0","","0.0","","0.0","","","","26","","41",""
"2016-02-05","2016","02","05","","0.9","","-3.8","","-1.5","","19.5","","0.0","","0.0","T","0.0","","0.0","T","","","","","<31",""
"2016-02-06","2016","02","06","","3.4","","-2.0","","0.7","","17.3","","0.0","","0.0","","0.4","","0.2","","0","","24","","46",""
"2016-02-07","2016","02","07","","4.7","","-2.8","","1.0","","17.0","","0.0","","0.0","","0.0","","0.0","","","","10","","35",""
"2016-02-08","2016","02","08","","2.5","","-3.2","","-0.4","","18.4","","0.0","","0.0","","0.8","","0.8","","1","","11","","44",""
"2016-02-09","2016","02","09","","0.0","","-4.2","","-2.1","","20.1","","0.0","","0.0","","1.0","","1.0","","1","","8","","35",""
"2016-02-10","2016","02","10","","-1.3","","-12.9","","-7.1","","25.1","","0.0","","0.0","","3.6","","1.6","","1","","33","","37",""
"2016-02-11","2016","02","11","","-10.9","","-18.5","","-14.7","","32.7","","0.0","","0.0","","0.0","T","0.0","T","5","","32","","43",""
"2016-02-12","2016","02","12","","-4.9","","-17.5","","-11.2","","29.2","","0.0","","0.0","","2.6","","1.0","","2","","34","","54",""
"2016-02-13","2016","02","13","","-17.6","","-26.7","","-22.2","","40.2","","0.0","","0.0","","0.0","T","0.0","T","4","","33","","52",""
"2016-02-14","2016","02","14","","-12.1","","-26.1","","-19.1","","37.1","","0.0","","0.0","","0.0","T","0.0","T","3","","","","<31",""
"2016-02-15","2016","02","15","","-1.3","","-15.9","","-8.6","","26.6","","0.0","","0.0","","1.0","","0.8","","4","","15","","33",""
"2016-02-16","2016","02","16","","-0.8","","-2.2","","-1.5","","19.5","","0.0","","0.0","","7.2","","6.6","","5","","31","","41",""
"2016-02-17","2016","02","17","","-1.0","","-12.5","","-6.8","","24.8","","0.0","","0.0","","1.6","","1.2","","11","","32","","43",""
"2016-02-18","2016","02","18","","-4.8","","-18.0","","-11.4","","29.4","","0.0","","0.0","","0.0","","0.0","","10","","","","<31",""
"2016-02-19","2016","02","19","","7.4","","-10.8","","-1.7","","19.7","","0.0","","2.2","","0.0","T","2.2","","9","","28","","54",""
"2016-02-20","2016","02","20","","11.6","","3.8","","7.7","","10.3","","0.0","","0.3","","0.0","T","0.3","","1","","25","","59",""
"2016-02-21","2016","02","21","","4.5","","-2.2","","1.2","","16.8","","0.0","","0.0","","0.0","","0.0","","","","32","","35",""
"2016-02-22","2016","02","22","","-0.5","","-5.8","","-3.2","","21.2","","0.0","","0.0","","0.0","","0.0","","","","1","","32",""
"2016-02-23","2016","02","23","","1.6","","-5.8","","-2.1","","20.1","","0.0","","0.0","","0.0","","0.0","","","","","","<31",""
"2016-02-24","2016","02","24","","1.5","","-1.5","","0.0","","18.0","","0.0","","20.4","","2.8","","23.2","","2","","6","","43",""
"2016-02-25","2016","02","25","","0.6","","-8.2","","-3.8","","21.8","","0.0","","3.5","","0.0","","3.5","","2","","33","","67",""
"2016-02-26","2016","02","26","","-4.1","","-11.9","","-8.0","","26.0","","0.0","","0.0","","0.0","T","0.0","T","3","","29","","41",""
"2016-02-27","2016","02","27","","4.3","","-6.3","","-1.0","","19.0","","0.0","","0.0","","0.0","","0.0","","2","","22","","59",""
"2016-02-28","2016","02","28","","13.8","","0.7","","7.3","","10.7","","0.0","","0.0","T","0.0","","0.0","T","","","22","","61",""
"2016-02-29","2016","02","29","","10.8","","-7.7","","1.6","","16.4","","0.0","","0.0","","0.4","","0.4","","0","","31","","76",""
"2016-03-01","2016","03","01","","-7.6","","-11.7","","-9.7","","27.7","","0.0","","0.0","","12.0","","11.4","","0","","33","","48",""
"2016-03-02","2016","03","02","","-6.0","","-11.6","","-8.8","","26.8","","0.0","","0.0","","1.6","","1.2","","14","","34","","50",""
"2016-03-03","2016","03","03","","-5.8","","-11.5","","-8.7","","26.7","","0.0","","0.0","","0.0","T","0.0","T","12","","","","<31",""
"2016-03-04","2016","03","04","","-0.5","","-7.2","","-3.9","","21.9","","0.0","","0.0","","0.6","","0.4","","12","","","","<31",""
"2016-03-05","2016","03","05","","-1.0","","-6.6","","-3.8","","21.8","","0.0","","0.0","","0.8","","0.8","","8","","","","<31",""
"2016-03-06","2016","03","06","","1.9","","-11.2","","-4.7","","22.7","","0.0","","0.0","","0.0","","0.0","","9","","19","","32",""
"2016-03-07","2016","03","07","","10.2","","-0.2","","5.0","","13.0","","0.0","","0.0","","0.0","T","0.0","T","7","","22","","37",""
"2016-03-08","2016","03","08","","11.2","","1.3","","6.3","","11.7","","0.0","","0.0","","0.0","","0.0","","0","","","","<31",""
"2016-03-09","2016","03","09","","18.6","","3.7","","11.2","","6.8","","0.0","","0.0","T","0.0","","0.0","T","","","23","","39",""
"2016-03-10","2016","03","10","","11.8","","1.4","","6.6","","11.4","","0.0","","6.4","","0.0","","6.4","","","","32","","41",""
"2016-03-11","2016","03","11","","7.7","","0.4","","4.1","","13.9","","0.0","","0.0","","0.0","","0.0","","","","34","","48",""
"2016-03-12","2016","03","12","","17.0","","-3.1","","7.0","","11.0","","0.0","","0.0","","0.0","","0.0","","","","27","","33",""
"2016-03-13","2016","03","13","","8.8","","2.4","","5.6","","12.4","","0.0","","0.0","","0.0","","0.0","","","","11","","46",""
"2016-03-14","2016","03","14","","7.4","","4.1","","5.8","","12.2","","0.0","","12.6","","0.0","","12.6","","","","11","","46",""
"2016-03-15","2016","03","15","","8.0","","5.0","","6.5","","11.5","","0.0","","5.8","","0.0","","5.8","","","","","","<31",""
"2016-03-16","2016","03","16","","12.1","","1.6","","6.9","","11.1","","0.0","","2.4","","0.0","","2.4","","","","29","","67",""
"2016-03-17","2016","03","17","","9.6","","-0.7","","4.5","","13.5","","0.0","","0.9","","0.0","","0.9","","","","23","","52",""
"2016-03-18","2016","03","18","","4.8","","-3.4","","0.7","","17.3","","0.0","","0.0","","0.2","","0.2","","","","32","","44",""
"2016-03-19","2016","03","19","","1.7","","-6.2","","-2.3","","20.3","","0.0","","0.0","","0.0","","0.0","","","","36","","37",""
"2016-03-20","2016","03","20","","3.8","","-5.6","","-0.9","","18.9","","0.0","","0.0","","0.0","","0.0","","","","","","<31",""
"2016-03-21","2016","03","21","","2.3","","-3.2","","-0.5","","18.5","","0.0","","0.0","","0.0","","0.0","","","","34","","59",""
"2016-03-22","2016","03","22","","4.5","","-5.2","","-0.4","","18.4","","0.0","","2.2","","0.0","T","2.2","","","","","","<31",""
"2016-03-23","2016","03","23","","4.5","","-1.6","","1.5","","16.5","","0.0","","0.4","","5.0","","5.4","","5","","6","","32",""
"2016-03-24","2016","03","24","","-0.4","","-2.9","","-1.7","","19.7","","0.0","","9.6","","1.8","","11.4","","5","","6","","43",""
"2016-03-25","2016","03","25","","0.8","","-5.2","","-2.2","","20.2","","0.0","","0.0","T","0.0","","0.0","T","5","","32","","52",""
"2016-03-26","2016","03","26","","5.3","","-6.4","","-0.6","","18.6","","0.0","","0.0","","0.0","","0.0","","3","","","","<31",""
"2016-03-27","2016","03","27","","12.8","","-2.7","","5.1","","12.9","","0.0","","0.0","T","0.0","","0.0","T","","","","","<31",""
"2016-03-28","2016","03","28","","9.1","","1.5","","5.3","","12.7","","0.0","","12.2","","0.0","","12.2","","","","32","","74",""
"2016-03-29","2016","03","29","","5.8","","-2.4","","1.7","","16.3","","0.0","","0.0","","0.0","","0.0","","","","35","","43",""
"2016-03-30","2016","03","30","","11.1","","-3.3","","3.9","","14.1","","0.0","","0.0","","0.0","","0.0","","","","17","","39",""
"2016-03-31","2016","03","31","","14.1","","6.4","","10.3","","7.7","","0.0","","30.4","","0.0","","30.4","","","","19","","50",""
"2016-04-01","2016","04","01","","13.4","","0.2","","6.8","","11.2","","0.0","","0.0","","0.0","","0.0","","","","26","","48",""
"2016-04-02","2016","04","02","","4.5","","-3.5","","0.5","","17.5","","0.0","","0.0","","0.6","","0.4","","0","","32","","52",""
"2016-04-03","2016","04","03","","-2.7","","-7.7","","-5.2","","23.2","","0.0","","0.0","","12.6","","8.7","","1","","33","","76",""
"2016-04-04","2016","04","04","","-2.4","","-8.0","","-5.2","","23.2","","0.0","","0.0","","2.0","","2.0","","14","","4","","44",""
"2016-04-05","2016","04","05","","0.6","","-10.1","","-4.8","","22.8","","0.0","","0.0","","0.0","","0.0","","8","","","","<31",""
"2016-04-06","2016","04","06","","6.7","","-2.8","","2.0","","16.0","","0.0","","6.2","","2.8","","8.7","","5","","13","","46",""
"2016-04-07","2016","04","07","","7.5","","-2.3","","2.6","","15.4","","0.0","","0.8","","0.0","T","0.8","","0","","25","","48",""
"2016-04-08","2016","04","08","","3.0","","-4.9","","-1.0","","19.0","","0.0","","0.0","","0.4","","0.4","","0","","32","","52",""
"2016-04-09","2016","04","09","","-1.3","","-6.7","","-4.0","","22.0","","0.0","","0.0","","0.0","","0.0","","","","35","","50",""
"2016-04-10","2016","04","10","","0.4","","-7.9","","-3.8","","21.8","","0.0","","5.0","","0.0","","5.0","","0","","12","","32",""
"2016-04-11","2016","04","11","","10.8","","0.4","","5.6","","12.4","","0.0","","2.4","","0.0","","2.4","","","","33","","48",""
"2016-04-12","2016","04","12","","5.9","","-2.7","","1.6","","16.4","","0.0","","0.0","","0.0","T","0.0","T","","","33","","52",""
"2016-04-13","2016","04","13","","6.2","","-4.0","","1.1","","16.9","","0.0","","0.0","","0.0","","0.0","","","","","","<31",""
"2016-04-14","2016","04","14","","9.3","","-2.7","","3.3","","14.7","","0.0","","0.0","","0.0","","0.0","","","","13","","33",""
"2016-04-15","2016","04","15","","13.9","","-1.2","","6.4","","11.6","","0.0","","0.0","","0.0","","0.0","","","","11","","33",""
"2016-04-16","2016","04","16","","16.9","","1.1","","9.0","","9.0","","0.0","","0.0","","0.0","","0.0","","","","","","<31",""
"2016-04-17","2016","04","17","","23.0","","3.0","","13.0","","5.0","","0.0","","0.0","","0.0","","0.0","","","","","","<31",""
