"Station Name","TORONTO BUTTONVILLE A"
"Province","ONTARIO"
"Latitude","43.86"
"Longitude","-79.37"
"Elevation","198.10"
"Climate Identifier","615HMAK"
"WMO Identifier","71639"
"TC Identifier","YKZ"
"All times are specified in Local Standard Time (LST). Add 1 hour to adjust for Daylight Saving Time where and when it is observed."

"Legend"
"E","Estimated"
"M","Missing"
"NA","Not Available"

"Date/Time","Year","Month","Day","Time","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"2014-12-01 00:00","2014","12","01","00:00","3.6","","1.6","","87","","33","","20","","19.3","","99.03","","","","","","Cloudy"
"2014-12-01 01:00","2014","12","01","01:00","3.0","","0.0","","81","","31","","13","","22.5","","99.16","","","","","","Mostly Cloudy"
"2014-12-01 02:00","2014","12","01","02:00","2.8","","-0.6","","78","","30","","15","","24.1","","99.28","","","","","","Mostly Cloudy"
"2014-12-01 03:00","2014","12","01","03:00","2.5","","-1.5","","75","","31","","9","","24.1","","99.44","","","","","","Mostly Cloudy"
"2014-12-01 04:00","2014","12","01","04:00","1.6","","-3.0","","71","","32","","19","","24.1","","99.52","","","","","","Mostly Cloudy"
"2014-12-01 05:00","2014","12","01","05:00","1.1","","-4.1","","68","","29","","15","","24.1","","99.65","","","","","","Mainly Clear"
"2014-12-01 06:00","2014","12","01","06:00","0.5","","-5.3","","65","","29","","19","","24.1","","99.78","","","","","","Mostly Cloudy"
"2014-12-01 07:00","2014","12","01","07:00","0.2","","-6.0","","63","","29","","13","","24.1","","99.86","","","","","","Mostly Cloudy"
"2014-12-01 08:00","2014","12","01","08:00","0.2","","-6.2","","62","","30","","15","","24.1","","100.02","","","","","","Mostly Cloudy"
"2014-12-01 09:00","2014","12","01","09:00","0.5","","-6.4","","60","","30","","13","","24.1","","100.13","","","","","","Mostly Cloudy"
"2014-12-01 10:00","2014","12","01","10:00","0.4","","-6.9","","58","","28","","9","","24.1","","100.20","","","","","","Cloudy"
"2014-12-01 11:00","2014","12","01","11:00","0.4","","-8.5","","51","","30","","13","","24.1","","100.27","","","","","","Mostly Cloudy"
"2014-12-01 12:00","2014","12","01","12:00","1.1","","-8.8","","48","","28","","24","","24.1","","100.31","","","","","","Mostly Cloudy"
"2014-12-01 13:00","2014","12","01","13:00","1.0","","-9.0","","47","","20","","22","","24.1","","100.31","","","","","","Mostly Cloudy"
"2014-12-01 14:00","2014","12","01","14:00","0.5","","-9.4","","47","","31","","20","","24.1","","100.41","","","","","","Mostly Cloudy"
"2014-12-01 15:00","2014","12","01","15:00","-0.2","","-9.6","","49","","32","","24","","24.1","","100.53","","","","-6","","Mostly Cloudy"
"2014-12-01 16:00","2014","12","01","16:00","-1.9","","-12.3","","45","","30","","19","","24.1","","100.71","","","","-7","","Mostly Cloudy"
"2014-12-01 17:00","2014","12","01","17:00","-3.0","","-10.0","","58","","32","","32","","19.3","","100.86","","","","-11","","Snow Showers"
