"Station Name","TORONTO BUTTONVILLE A"
"Province","ONTARIO"
"Latitude","43.86"
"Longitude","-79.37"
"Elevation","198.10"
"Climate Identifier","615HMAK"
"WMO Identifier","71639"
"TC Identifier","YKZ"
"All times are specified in Local Standard Time (LST). Add 1 hour to adjust for Daylight Saving Time where and when it is observed."

"Legend"
"E","Estimated"
"M","Missing"
"NA","Not Available"

"Date/Time","Year","Month","Day","Time","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"2014-04-01 00:00","2014","04","01","00:00","-0.2","","-4.0","","76","","6","","6","","24.1","","99.69","","","","-2","","Clear"
"2014-04-01 01:00","2014","04","01","01:00","1.4","","-3.8","","68","","11","","7","","24.1","","99.68","","","","","","Mainly Clear"
"2014-04-01 02:00","2014","04","01","02:00","1.2","","-3.0","","74","","8","","13","","24.1","","99.61","","","","","","Clear"
"2014-04-01 03:00","2014","04","01","03:00","0.6","","-2.8","","78","","11","","7","","24.1","","99.59","","","","","","Mainly Clear"
"2014-04-01 04:00","2014","04","01","04:00","0.5","","-2.5","","80","","9","","4","","24.1","","99.55","","","","","","Mainly Clear"
"2014-04-01 05:00","2014","04","01","05:00","0.2","","-2.7","","81","","8","","6","","24.1","","99.50","","","","","","Mostly Cloudy"
"2014-04-01 06:00","2014","04","01","06:00","1.0","","-2.5","","77","","12","","7","","24.1","","99.49","","","","","","Mostly Cloudy"
"2014-04-01 07:00","2014","04","01","07:00","1.8","","-2.2","","75","","12","","9","","24.1","","99.46","","","","","","Mostly Cloudy"
"2014-04-01 08:00","2014","04","01","08:00","3.4","","-2.0","","68","","12","","17","","24.1","","99.41","","","","","","Mostly Cloudy"
"2014-04-01 09:00","2014","04","01","09:00","4.6","","-2.0","","62","","11","","24","","24.1","","99.31","","","","","","Cloudy"
"2014-04-01 10:00","2014","04","01","10:00","5.7","","-2.5","","56","","11","","33","","24.1","","99.28","","","","","","Cloudy"
"2014-04-01 11:00","2014","04","01","11:00","5.5","","-2.6","","56","","11","","33","","24.1","","99.11","","","","","","Cloudy"
"2014-04-01 12:00","2014","04","01","12:00","5.3","","-2.8","","56","","11","","22","","24.1","","99.03","","","","","","Mostly Cloudy"
"2014-04-01 13:00","2014","04","01","13:00","5.8","","-2.3","","56","","10","","24","","24.1","","98.81","","","","","","Mostly Cloudy"
"2014-04-01 14:00","2014","04","01","14:00","6.6","","-2.0","","54","","11","","28","","24.1","","98.72","","","","","","Mostly Cloudy"
"2014-04-01 15:00","2014","04","01","15:00","6.4","","-1.5","","57","","10","","19","","24.1","","98.64","","","","","","Mostly Cloudy"
"2014-04-01 16:00","2014","04","01","16:00","7.1","","-1.1","","56","","11","","24","","24.1","","98.55","","","","","","Mainly Clear"
"2014-04-01 17:00","2014","04","01","17:00","7.3","","-0.8","","56","","10","","24","","24.1","","98.42","","","","","","Mainly Clear"
"2014-04-01 18:00","2014","04","01","18:00","6.2","","-1.3","","59","","12","","15","","24.1","","98.42","","","","","","Mainly Clear"
"2014-04-01 19:00","2014","04","01","19:00","4.9","","-1.3","","64","","12","","7","","24.1","","98.52","","","","","","Mainly Clear"
"2014-04-01 20:00","2014","04","01","20:00","4.3","","-0.6","","70","","29","","6","","24.1","","98.70","","","","","","Mostly Cloudy"
"2014-04-01 21:00","2014","04","01","21:00","4.8","","-0.5","","68","","29","","15","","24.1","","98.82","","","","","","Cloudy"
"2014-04-01 22:00","2014","04","01","22:00","3.9","","-2.1","","65","","27","","19","","24.1","","98.89","","","","","","Cloudy"
"2014-04-01 23:00","2014","04","01","23:00","2.5","","-2.6","","69","","27","","17","","24.1","","98.97","","","","","","Cloudy"
"2014-04-02 00:00","2014","04","02","00:00","1.6","","-3.0","","71","","28","","19","","24.1","","99.06","","","","","","Cloudy"
"2014-04-02 01:00","2014","04","02","01:00","1.2","","-4.1","","68","","28","","19","","24.1","","99.13","","","","","","Cloudy"
"2014-04-02 02:00","2014","04","02","02:00","1.1","","-4.9","","64","","25","","20","","24.1","","99.21","","","","","","Cloudy"
"2014-04-02 03:00","2014","04","02","03:00","1.1","","-4.7","","65","","26","","19","","24.1","","99.25","","","","","","Cloudy"
"2014-04-02 04:00","2014","04","02","04:00","1.1","","-4.4","","67","","27","","17","","24.1","","99.25","","","","","","Cloudy"
"2014-04-02 05:00","2014","04","02","05:00","0.9","","-4.4","","68","","27","","17","","24.1","","99.26","","","","","","Cloudy"
