"Station Name","TORONTO CITY CENTRE"
"Province","ONTARIO"
"Latitude","43.63"
"Longitude","-79.40"
"Elevation","76.80"
"Climate Identifier","6158359"
"WMO Identifier","71265"
"TC Identifier","YTZ"
"All times are specified in Local Standard Time (LST). Add 1 hour to adjust for Daylight Saving Time where and when it is observed."

"Legend"
"E","Estimated"
"M","Missing"
"NA","Not Available"

"Date/Time","Year","Month","Day","Time","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"2014-04-01 00:00","2014","04","01","00:00","2.4","","-1.8","","74","","8","","17","","12.9","","101.16","","","","","","NA"
"2014-04-01 01:00","2014","04","01","01:00","2.5","","-0.9","","78","","7","","21","","16.1","","101.15","","","","","","NA"
"2014-04-01 02:00","2014","04","01","02:00","2.1","","-0.3","","84","","7","","18","","16.1","","101.09","","","","","","NA"
"2014-04-01 03:00","2014","04","01","03:00","2.3","","-0.2","","84","","7","","15","","16.1","","101.06","","","","","","NA"
"2014-04-01 04:00","2014","04","01","04:00","3.0","","-0.9","","76","","7","","13","","16.1","","101.03","","","","","","NA"
"2014-04-01 05:00","2014","04","01","05:00","2.8","","-0.7","","78","","8","","17","","16.1","","100.96","","","","","","NA"
"2014-04-01 06:00","2014","04","01","06:00","2.7","","-0.4","","80","","8","","18","","16.1","","100.93","","","","","","NA"
"2014-04-01 07:00","2014","04","01","07:00","2.9","","-0.2","","80","","7","","24","","16.1","","100.92","","","","","","NA"
"2014-04-01 08:00","2014","04","01","08:00","3.5","","-0.2","","77","","8","","26","","16.1","","100.86","","","","","","NA"
"2014-04-01 09:00","2014","04","01","09:00","3.3","","-0.1","","78","","7","","32","","16.1","","100.77","","","","","","NA"
"2014-04-01 10:00","2014","04","01","10:00","4.8","","0.0","","71","","7","","33","","16.1","","100.70","","","","","","NA"
"2014-04-01 11:00","2014","04","01","11:00","4.3","","-0.1","","73","","7","","33","","16.1","","100.63","","","","","","NA"
"2014-04-01 12:00","2014","04","01","12:00","4.0","","0.2","","76","","7","","37","","16.1","","100.49","","","","","","NA"
"2014-04-01 13:00","2014","04","01","13:00","3.9","","0.2","","77","","6","","48","","16.1","","100.21","","","","","","NA"
"2014-04-01 14:00","2014","04","01","14:00","3.4","","-0.4","","76","","7","","41","","16.1","","100.18","","","","","","NA"
"2014-04-01 15:00","2014","04","01","15:00","4.2","","0.5","","77","","6","","37","","16.1","","100.09","","","","","","NA"
"2014-04-01 16:00","2014","04","01","16:00","4.8","","0.4","","73","","7","","42","","16.1","","99.94","","","","","","NA"
"2014-04-01 17:00","2014","04","01","17:00","4.8","","0.4","","73","","6","","45","","16.1","","99.85","","","","","","NA"
"2014-04-01 18:00","2014","04","01","18:00","3.8","","0.3","","78","","7","","35","","16.1","","99.88","","","","","","NA"
"2014-04-01 19:00","2014","04","01","19:00","3.3","","0.3","","81","","8","","15","","16.1","","99.97","","","","","","NA"
"2014-04-01 20:00","2014","04","01","20:00","2.5","","0.7","","88","","24","","13","","16.1","","100.17","","","","","","NA"
"2014-04-01 21:00","2014","04","01","21:00","6.2","","0.0","","64","","31","","30","","16.1","","100.24","","","","","","NA"
"2014-04-01 22:00","2014","04","01","22:00","4.8","","-1.4","","64","","28","","24","","16.1","","100.38","","","","","","NA"
"2014-04-01 23:00","2014","04","01","23:00","3.5","","-1.5","","70","","27","","32","","16.1","","100.47","","","","","","NA"
"2014-04-02 00:00","2014","04","02","00:00","3.1","","-1.7","","71","","29","","30","","16.1","","100.58","","","","","","NA"
"2014-04-02 01:00","2014","04","02","01:00","2.3","","-3.0","","68","","28","","30","","16.1","","100.66","","","","","","NA"
"2014-04-02 02:00","2014","04","02","02:00","2.1","","-2.9","","69","","27","","28","","16.1","","100.76","","","","","","NA"
"2014-04-02 03:00","2014","04","02","03:00","2.0","","-3.0","","70","","27","","30","","16.1","","100.78","","","","","","NA"
"2014-04-02 04:00","2014","04","02","04:00","2.0","","-2.5","","72","","26","","32","","16.1","","100.78","","","","","","NA"
"2014-04-02 05:00","2014","04","02","05:00","2.0","","-3.3","","68","","28","","22","","16.1","","100.80","","","","","","NA"
"2014-04-02 06:00","2014","04","02","06:00","1.9","","-2.8","","71","","26","","24","","16.1","","100.88","","","","","","NA"
"2014-04-02 07:00","2014","04","02","07:00","2.1","","-2.9","","70","","28","","28","","16.1","","100.95","","","","","","NA"
"2014-04-02 08:00","2014","04","02","08:00","2.6","","-3.0","","67","","25","","26","","16.1","","101.01","","","","","","NA"
"2014-04-02 09:00","2014","04","02","09:00","3.2","","-2.3","","67","","26","","18","","16.1","","101.05","","","","","","NA"
"2014-04-02 10:00","2014","04","02","10:00","4.6","","-2.0","","62","","26","","21","","16.1","","101.09","","","","","","NA"
"2014-04-02 11:00","2014","04","02","11:00","5.1","","-2.0","","60","","26","","18","","16.1","","101.09","","","","","","NA"
"2014-04-02 12:00","2014","04","02","12:00","6.1","","-1.5","","58","","26","","26","","16.1","","101.10","","","","","","NA"
"2014-04-02 13:00","2014","04","02","13:00","6.8","","-1.9","","54","","28","","22","","16.1","","101.09","","","","","","NA"
"2014-04-02 14:00","2014","04","02","14:00","7.4","","-2.4","","50","","27","","22","","16.1","","101.09","","","","","","NA"
"2014-04-02 15:00","2014","04","02","15:00","7.3","","-1.7","","53","","25","","21","","16.1","","101.11","","","","","","NA"
"2014-04-02 16:00","2014","04","02","16:00","7.1","","-1.8","","53","","26","","21","","16.1","","101.12","","","","","","NA"
"2014-04-02 17:00","2014","04","02","17:00","7.3","","-3.7","","46","","30","","22","","16.1","","101.15","","","","","","NA"
"2014-04-02 18:00","2014","04","02","18:00","6.1","","-3.2","","51","","30","","17","","16.1","","101.18","","","","","","NA"
