"Station Name","TORONTO CITY CENTRE"
"Province","ONTARIO"
"Latitude","43.63"
"Longitude","-79.40"
"Elevation","76.80"
"Climate Identifier","6158359"
"WMO Identifier","71265"
"TC Identifier","YTZ"
"All times are specified in Local Standard Time (LST). Add 1 hour to adjust for Daylight Saving Time where and when it is observed."

"Legend"
"E","Estimated"
"M","Missing"
"NA","Not Available"

"Date/Time","Year","Month","Day","Time","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"2015-10-01 00:00","2015","10","01","00:00","10.1","","1.2","","54","","5","","30","","16.1","","101.54","","","","","","NA"
"2015-10-01 01:00","2015","10","01","01:00","9.4","","1.4","","57","","4","","22","","16.1","","101.56","","","","","","NA"
"2015-10-01 02:00","2015","10","01","02:00","8.7","","1.2","","59","","4","","28","","16.1","","101.60","","","","","","NA"
"2015-10-01 03:00","2015","10","01","03:00","8.0","","1.5","","63","","3","","21","","16.1","","101.61","","","","","","NA"
"2015-10-01 04:00","2015","10","01","04:00","7.5","","1.3","","65","","4","","21","","16.1","","101.65","","","","","","NA"
"2015-10-01 05:00","2015","10","01","05:00","7.1","","0.7","","64","","3","","22","","16.1","","101.68","","","","","","NA"
"2015-10-01 06:00","2015","10","01","06:00","6.9","","0.6","","64","","3","","21","","16.1","","101.72","","","","","","NA"
"2015-10-01 07:00","2015","10","01","07:00","6.9","","0.7","","64","","2","","28","","16.1","","101.77","","","","","","NA"
"2015-10-01 08:00","2015","10","01","08:00","7.5","","0.8","","62","","5","","22","","16.1","","101.84","","","","","","NA"
"2015-10-01 09:00","2015","10","01","09:00","9.5","","1.4","","57","","6","","24","","16.1","","101.86","","","","","","NA"
"2015-10-01 10:00","2015","10","01","10:00","10.7","","1.3","","52","","4","","22","","16.1","","101.85","","","","","","NA"
"2015-10-01 11:00","2015","10","01","11:00","11.5","","1.8","","51","","6","","26","","16.1","","101.86","","","","","","NA"
"2015-10-01 12:00","2015","10","01","12:00","12.2","","3.2","","54","","8","","24","","16.1","","101.86","","","","","","NA"
"2015-10-01 13:00","2015","10","01","13:00","13.6","","4.1","","53","","9","","22","","16.1","","101.80","","","","","","NA"
"2015-10-01 14:00","2015","10","01","14:00","14.0","","3.6","","49","","8","","22","","16.1","","101.78","","","","","","NA"
"2015-10-01 15:00","2015","10","01","15:00","14.7","","3.4","","47","","8","","21","","16.1","","101.76","","","","","","NA"
"2015-10-01 16:00","2015","10","01","16:00","14.8","","3.1","","45","","8","","22","","16.1","","101.75","","","","","","NA"
"2015-10-01 17:00","2015","10","01","17:00","14.9","","-0.1","","36","","4","","15","","16.1","","101.77","","","","","","NA"
"2015-10-01 18:00","2015","10","01","18:00","14.2","","-1.0","","35","","4","","18","","16.1","","101.86","","","","","","NA"
"2015-10-01 19:00","2015","10","01","19:00","13.6","","-0.3","","38","","4","","28","","16.1","","101.90","","","","","","NA"
"2015-10-01 20:00","2015","10","01","20:00","12.7","","-0.6","","40","","4","","24","","16.1","","101.97","","","","","","NA"
"2015-10-01 21:00","2015","10","01","21:00","11.8","","-0.1","","44","","4","","28","","16.1","","102.03","","","","","","NA"
"2015-10-01 22:00","2015","10","01","22:00","11.1","","-0.8","","44","","5","","30","","16.1","","102.03","","","","","","NA"
"2015-10-01 23:00","2015","10","01","23:00","10.4","","-0.4","","47","","4","","28","","16.1","","102.00","","","","","","NA"
"2015-10-02 00:00","2015","10","02","00:00","10.1","","-0.7","","47","","4","","22","","16.1","","102.03","","","","","","NA"
"2015-10-02 01:00","2015","10","02","01:00","9.5","","-0.7","","49","","2","","26","","16.1","","102.04","","","","","","NA"
"2015-10-02 02:00","2015","10","02","02:00","9.0","","-0.5","","51","","2","","24","","16.1","","102.02","","","","","","NA"
"2015-10-02 03:00","2015","10","02","03:00","8.8","","0.4","","56","","4","","22","","16.1","","102.04","","","","","","NA"
"2015-10-02 04:00","2015","10","02","04:00","8.1","","-0.3","","55","","3","","26","","16.1","","102.05","","","","","","NA"
"2015-10-02 05:00","2015","10","02","05:00","7.8","","-0.4","","56","","4","","26","","16.1","","102.07","","","","","","NA"
"2015-10-02 06:00","2015","10","02","06:00","7.3","","-0.2","","59","","3","","26","","16.1","","102.13","","","","","","NA"
"2015-10-02 07:00","2015","10","02","07:00","7.0","","0.0","","61","","2","","26","","16.1","","102.15","","","","","","NA"
"2015-10-02 08:00","2015","10","02","08:00","8.0","","0.5","","59","","4","","21","","16.1","","102.18","","","","","","NA"
"2015-10-02 09:00","2015","10","02","09:00","9.0","","0.4","","55","","5","","30","","16.1","","102.21","","","","","","NA"
"2015-10-02 10:00","2015","10","02","10:00","10.1","","0.8","","52","","3","","18","","16.1","","102.22","","","","","","NA"
"2015-10-02 11:00","2015","10","02","11:00","11.0","","-0.6","","45","","6","","35","","16.1","","102.18","","","","","","NA"
"2015-10-02 12:00","2015","10","02","12:00","11.6","","-1.2","","41","","5","","24","","16.1","","102.16","","","","","","NA"
"2015-10-02 13:00","2015","10","02","13:00","12.1","","-0.3","","42","","6","","37","","16.1","","102.12","","","","","","NA"
"2015-10-02 14:00","2015","10","02","14:00","11.9","","-1.4","","39","","5","","32","","16.1","","102.08","","","","","","NA"
"2015-10-02 15:00","2015","10","02","15:00","12.6","","-1.9","","36","","5","","26","","16.1","","102.10","","","","","","NA"
"2015-10-02 16:00","2015","10","02","16:00","12.2","","-0.3","","42","","6","","26","","16.1","","102.11","","","","","","NA"
"2015-10-02 17:00","2015","10","02","17:00","11.8","","-2.1","","38","","5","","26","","16.1","","102.15","","","","","","NA"
"2015-10-02 18:00","2015","10","02","18:00","11.4","","-0.6","","43","","5","","32","","16.1","","102.18","","","","","","NA"
"2015-10-02 19:00","2015","10","02","19:00","10.9","","-2.0","","40","","4","","28","","16.1","","102.16","","","","","","NA"
"2015-10-02 20:00","2015","10","02","20:00","10.5","","-1.3","","44","","5","","30","","16.1","","102.18","","","","","","NA"
"2015-10-02 21:00","2015","10","02","21:00","9.8","","-1.4","","45","","3","","28","","16.1","","102.16","","","","","","NA"
"2015-10-02 22:00","2015","10","02","22:00","9.7","","-1.5","","45","","4","","26","","16.1","","102.13","","","","","","NA"
"2015-10-02 23:00","2015","10","02","23:00","9.6","","-0.9","","48","","4","","30","","16.1","","102.13","","","","","","NA"
"2015-10-03 00:00","2015","10","03","00:00","9.9","","1.1","","54","","5","","37","","16.1","","102.11","","","","","","NA"
"2015-10-03 01:00","2015","10","03","01:00","9.9","","0.9","","53","","5","","45","","16.1","","102.10","","","","","","NA"
"2015-10-03 02:00","2015","10","03","02:00","9.5","","1.5","","57","","6","","46","","16.1","","102.10","","","","","","NA"
"2015-10-03 03:00","2015","10","03","03:00","9.3","","1.2","","57","","6","","43","","16.1","","102.05","","","","","","NA"
"2015-10-03 04:00","2015","10","03","04:00","9.1","","2.1","","61","","6","","48","","16.1","","102.07","","","","","","NA"
"2015-10-03 05:00","2015","10","03","05:00","9.2","","2.4","","62","","6","","45","","16.1","","102.04","","","","","","NA"
"2015-10-03 06:00","2015","10","03","06:00","8.9","","2.0","","62","","5","","34","","16.1","","102.06","","","","","","NA"
"2015-10-03 07:00","2015","10","03","07:00","9.5","","3.1","","64","","6","","48","","16.1","","102.05","","","","","","NA"
"2015-10-03 08:00","2015","10","03","08:00","9.6","","4.5","","70","","6","","52","","16.1","","102.10","","","","","","NA"
"2015-10-03 09:00","2015","10","03","09:00","10.0","","4.2","","67","","6","","50","","16.1","","102.06","","","","","","NA"
"2015-10-03 10:00","2015","10","03","10:00","10.8","","3.7","","61","","7","","50","","16.1","","102.07","","","","","","NA"
"2015-10-03 11:00","2015","10","03","11:00","11.9","","3.8","","57","","6","","52","","16.1","","102.01","","","","","","NA"
"2015-10-03 12:00","2015","10","03","12:00","11.7","","3.9","","59","","6","","46","","16.1","","101.97","","","","","","NA"
"2015-10-03 13:00","2015","10","03","13:00","11.9","","3.8","","58","","7","","46","","16.1","","101.92","","","","","","NA"
"2015-10-03 14:00","2015","10","03","14:00","11.9","","3.7","","57","","7","","54","","16.1","","101.88","","","","","","NA"
"2015-10-03 15:00","2015","10","03","15:00","11.3","","5.1","","65","","7","","48","","16.1","","101.89","","","","","","Rain"
"2015-10-03 16:00","2015","10","03","16:00","11.1","","6.0","","70","","7","","46","","16.1","","101.90","","","","","","Rain"
"2015-10-03 17:00","2015","10","03","17:00","11.0","","5.4","","68","","5","","28","","16.1","","101.90","","","","","","Rain"
"2015-10-03 18:00","2015","10","03","18:00","12.2","","5.2","","62","","8","","39","","16.1","","101.90","","","","","","NA"
"2015-10-03 19:00","2015","10","03","19:00","12.6","","5.1","","60","","7","","48","","16.1","","101.88","","","","","","NA"
"2015-10-03 20:00","2015","10","03","20:00","12.9","","5.3","","60","","8","","43","","16.1","","101.89","","","","","","NA"
"2015-10-03 21:00","2015","10","03","21:00","12.8","","6.0","","63","","9","","35","","16.1","","101.89","","","","","","NA"
"2015-10-03 22:00","2015","10","03","22:00","12.9","","6.7","","66","","8","","39","","16.1","","101.84","","","","","","NA"
"2015-10-03 23:00","2015","10","03","23:00","12.0","","5.9","","66","","9","","35","","16.1","","101.85","","","","","","NA"
"2015-10-04 00:00","2015","10","04","00:00","11.7","","6.8","","72","","9","","32","","16.1","","101.82","","","","","","NA"
"2015-10-04 01:00","2015","10","04","01:00","11.6","","5.9","","68","","9","","39","","16.1","","101.80","","","","","","NA"
"2015-10-04 02:00","2015","10","04","02:00","11.0","","6.8","","75","","8","","37","","16.1","","101.77","","","","","","NA"
"2015-10-04 03:00","2015","10","04","03:00","11.5","","6.9","","73","","9","","28","","16.1","","101.73","","","","","","NA"
"2015-10-04 04:00","2015","10","04","04:00","11.1","","6.9","","75","","9","","28","","16.1","","101.75","","","","","","NA"
"2015-10-04 05:00","2015","10","04","05:00","11.3","","6.9","","74","","10","","21","","16.1","","101.75","","","","","","NA"
"2015-10-04 06:00","2015","10","04","06:00","11.1","","7.2","","77","","9","","28","","16.1","","101.74","","","","","","NA"
"2015-10-04 07:00","2015","10","04","07:00","11.0","","7.6","","79","","9","","35","","16.1","","101.77","","","","","","NA"
"2015-10-04 08:00","2015","10","04","08:00","11.8","","7.0","","72","","9","","30","","16.1","","101.76","","","","","","NA"
"2015-10-04 09:00","2015","10","04","09:00","12.3","","7.0","","70","","9","","34","","16.1","","101.78","","","","","","NA"
"2015-10-04 10:00","2015","10","04","10:00","12.9","","7.6","","70","","9","","24","","16.1","","101.77","","","","","","NA"
"2015-10-04 11:00","2015","10","04","11:00","13.4","","7.7","","68","","9","","24","","16.1","","101.73","","","","","","NA"
"2015-10-04 12:00","2015","10","04","12:00","13.6","","8.7","","72","","7","","28","","16.1","","101.70","","","","","","NA"
"2015-10-04 13:00","2015","10","04","13:00","13.0","","8.1","","72","","8","","22","","16.1","","101.66","","","","","","NA"
"2015-10-04 14:00","2015","10","04","14:00","13.7","","8.6","","71","","8","","22","","16.1","","101.61","","","","","","NA"
