"Station Name","TORONTO CITY"
"Province","ONTARIO"
"Latitude","43.67"
"Longitude","-79.40"
"Elevation","112.50"
"Climate Identifier","6158355"
"WMO Identifier","71508"
"TC Identifier","XTO"

"Legend"
"A","Accumulated"
"C","Precipitation occurred, amount uncertain"
"E","Estimated"
"F","Accumulated and estimated"
"L","Precipitation may or may not have occurred"
"M","Missing"
"N","Temperature missing but known to be > 0"
"S","More than one occurrence"
"T","Trace"
"Y","Temperature missing but known to be < 0"
"[empty]","No data available"
"^","The value displayed is based on incomplete data"
"†","Data that is not subject to review by the National Climate Archives"

"Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"2014-01-01","2014","01","01","","-8.4","","-14.5","","-11.5","","29.5","","0.0","","","M","","M","0.0","","8","","","M","","M"
"2014-01-02","2014","01","02","","-14.3","","-19.2","","-16.8","","34.8","","0.0","","","M","","M","2.0","","8","","","M","","M"
"2014-01-03","2014","01","03","","-7.1","","-22.3","","-14.7","","32.7","","0.0","","","M","","M","0.2","","9","","","M","","M"
"2014-01-04","2014","01","04","","0.3","","-7.2","","-3.5","","21.5","","0.0","","","M","","M","0.0","","9","","","M","","M"
"2014-01-05","2014","01","05","","1.4","","-1.7","","-0.2","","18.2","","0.0","","","M","","M","11.8","","11","","","M","","M"
"2014-01-06","2014","01","06","","2.4","","-15.8","","-6.7","","24.7","","0.0","","","M","","M","6.4","","12","","","M","","M"
"2014-01-07","2014","01","07","","-15.8","","-22.2","","-19.0","","37.0","","0.0","","","M","","M","0.4","","12","","","M","","M"
"2014-01-08","2014","01","08","","-7.7","","-16.2","","-12.0","","30.0","","0.0","","","M","","M","0.0","","13","","","M","","M"
"2014-01-09","2014","01","09","","-2.9","","-11.8","","-7.4","","25.4","","0.0","","","M","","M","0.0","","13","","","M","","M"
"2014-01-10","2014","01","10","","4.1","","-4.0","","0.1","","17.9","","0.0","","","M","","M","2.0","","13","","","M","","M"
"2014-01-11","2014","01","11","","7.3","","2.9","","5.1","","12.9","","0.0","","","M","","M","9.6","","11","","","M","","M"
"2014-01-12","2014","01","12","","3.4","","1.3","","2.4","","15.6","","0.0","","","M","","M","0.0","","8","","","M","","M"
"2014-01-13","2014","01","13","","7.4","","1.9","","4.7","","13.3","","0.0","","","M","","M","0.0","","8","","","M","","M"
"2014-01-14","2014","01","14","","5.3","","1.3","","3.3","","14.7","","0.0","","","M","","M","0.0","","5","","","M","","M"
"2014-01-15","2014","01","15","","2.4","","-3.5","","-0.6","","18.6","","0.0","","","M","","M","0.0","","5","","","M","","M"
"2014-01-16","2014","01","16","","-0.4","","-3.6","","-2.0","","20.0","","0.0","","","M","","M","0.0","","5","","","M","","M"
"2014-01-17","2014","01","17","","2.3","","-1.2","","0.6","","17.4","","0.0","","","M","","M","1.3","","7","","","M","","M"
"2014-01-18","2014","01","18","","-0.8","","-6.9","","-3.9","","21.9","","0.0","","","M","","M","0.5","","6","","","M","","M"
"2014-01-19","2014","01","19","","-1.9","","-7.2","","-4.6","","22.6","","0.0","","","M","","M","1.1","","6","","","M","","M"
"2014-01-20","2014","01","20","","-1.8","","-16.5","","-9.2","","27.2","","0.0","","","M","","M","1.0","","7","","","M","","M"
"2014-01-21","2014","01","21","","-14.2","","-19.8","","-17.0","","35.0","","0.0","","","M","","M","0.5","","7","","","M","","M"
"2014-01-22","2014","01","22","","-12.1","","-20.5","","-16.3","","34.3","","0.0","","","M","","M","0.0","","7","","","M","","M"
"2014-01-23","2014","01","23","","-12.2","","-17.4","","-14.8","","32.8","","0.0","","","M","","M","0.0","","7","","","M","","M"
"2014-01-24","2014","01","24","","-6.8","","-17.7","","-12.3","","30.3","","0.0","","","M","","M","0.0","","8","","","M","","M"
"2014-01-25","2014","01","25","","-2.8","","-13.8","","-8.3","","26.3","","0.0","","","M","","M","1.6","","7","","","M","","M"
"2014-01-26","2014","01","26","","-3.8","","-14.6","","-9.2","","27.2","","0.0","","","M","","M","1.1","","7","","","M","","M"
"2014-01-27","2014","01","27","","-3.7","","-16.0","","-9.9","","27.9","","0.0","","","M","","M","2.8","","13","","","M","","M"
"2014-01-28","2014","01","28","","-11.6","","-18.6","","-15.1","","33.1","","0.0","","","M","","M","0.2","","12","","","M","","M"
"2014-01-29","2014","01","29","","-9.2","","-16.5","","-12.9","","30.9","","0.0","","","M","","M","0.0","","10","","","M","","M"
"2014-01-30","2014","01","30","","-0.4","","-10.6","","-5.5","","23.5","","0.0","","","M","","M","0.0","","9","","","M","","M"
"2014-01-31","2014","01","31","","1.5","","-2.5","","-0.5","","18.5","","0.0","","","M","","M","0.0","","8","","","M","","M"
"2014-02-01","2014","02","01","","1.4","","-1.1","","0.2","","17.8","","0.0","","","M","","M","14.1","","8","","","M","","M"
"2014-02-02","2014","02","02","","0.9","","-6.1","","-2.6","","20.6","","0.0","","","M","","M","0.3","","15","","","M","","M"
"2014-02-03","2014","02","03","","-2.4","","-9.7","","-6.1","","24.1","","0.0","","","M","","M","0.2","","14","","","M","","M"
"2014-02-04","2014","02","04","","-3.9","","-10.5","","-7.2","","25.2","","0.0","","","M","","M","0.9","","14","","","M","","M"
"2014-02-05","2014","02","05","","-5.2","","-11.7","","-8.5","","26.5","","0.0","","","M","","M","10.9","","17","","","M","","M"
"2014-02-06","2014","02","06","","-6.5","","-13.2","","-9.9","","27.9","","0.0","","","M","","M","0.5","","30","","","M","","M"
"2014-02-07","2014","02","07","","-8.5","","-13.9","","-11.2","","29.2","","0.0","","","M","","M","0.0","","26","","","M","","M"
"2014-02-08","2014","02","08","","-8.6","","-14.2","","-11.4","","29.4","","0.0","","","M","","M","0.0","","24","","","M","","M"
"2014-02-09","2014","02","09","","-7.2","","-12.1","","-9.7","","27.7","","0.0","","","M","","M","1.8","","23","","","M","","M"
"2014-02-10","2014","02","10","","-5.7","","-12.0","","-8.9","","26.9","","0.0","","","M","","M","0.3","","25","","","M","","M"
"2014-02-11","2014","02","11","","-8.8","","-13.6","","-11.2","","29.2","","0.0","","","M","","M","0.0","","24","","","M","","M"
"2014-02-12","2014","02","12","","-5.2","","-14.1","","-9.7","","27.7","","0.0","","","M","","M","0.0","","23","","","M","","M"
"2014-02-13","2014","02","13","","-1.6","","-9.0","","-5.3","","23.3","","0.0","","","M","","M","0.0","","23","","","M","","M"
"2014-02-14","2014","02","14","","0.7","","-4.4","","-1.9","","19.9","","0.0","","","M","","M","0.0","","23","","","M","","M"
"2014-02-15","2014","02","15","","-2.4","","-11.9","","-7.2","","25.2","","0.0","","","M","","M","0.0","","23","","","M","","M"
"2014-02-16","2014","02","16","","-6.9","","-12.8","","-9.9","","27.9","","0.0","","","M","","M","0.0","","23","","","M","","M"
"2014-02-17","2014","02","17","","-2.2","","-14.0","","-8.1","","26.1","","0.0","","","M","","M","0.4","","23","","","M","","M"
"2014-02-18","2014","02","18","","0.7","","-4.2","","-1.8","","19.8","","0.0","","","M","","M","5.7","","28","","","M","","M"
"2014-02-19","2014","02","19","","7.8","","-1.4","","3.2","","14.8","","0.0","","","M","","M","0.2","","28","","","M","","M"
"2014-02-20","2014","02","20","","2.6","","-1.0","","0.8","","17.2","","0.0","","","M","","M","13.4","","24","","","M","","M"
"2014-02-21","2014","02","21","","5.1","","0.7","","2.9","","15.1","","0.0","","","M","","M","8.7","","21","","","M","","M"
"2014-02-22","2014","02","22","","4.3","","-0.6","","1.9","","16.1","","0.0","","","M","","M","0.0","","17","","","M","","M"
"2014-02-23","2014","02","23","","1.4","","-4.7","","-1.7","","19.7","","0.0","","","M","","M","0.0","","17","","","M","","M"
"2014-02-24","2014","02","24","","-4.3","","-8.8","","-6.6","","24.6","","0.0","","","M","","M","0.0","","16","","","M","","M"
"2014-02-25","2014","02","25","","-5.2","","-10.4","","-7.8","","25.8","","0.0","","","M","","M","0.0","","16","","","M","","M"
"2014-02-26","2014","02","26","","-8.2","","-14.2","","-11.2","","29.2","","0.0","","","M","","M","0.0","","15","","","M","","M"
"2014-02-27","2014","02","27","","-8.3","","-16.0","","-12.2","","30.2","","0.0","","","M","","M","0.3","","15","","","M","","M"
"2014-02-28","2014","02","28","","-6.9","","-17.7","","-12.3","","30.3","","0.0","","","M","","M","0.0","","15","","","M","","M"
"2014-03-01","2014","03","01","","-0.7","","-10.2","","-5.5","","23.5","","0.0","","","M","","M","3.2","","15","","","M","","M"
"2014-03-02","2014","03","02","","-8.5","","-15.5","","-12.0","","30.0","","0.0","","","M","","M","1.5","","21","","","M","","M"
"2014-03-03","2014","03","03","","-10.9","","-18.4","","-14.7","","32.7","","0.0","","","M","","M","0.2","","20","","","M","","M"
"2014-03-04","2014","03","04","","-8.1","","-15.6","","-11.9","","29.9","","0.0","","","M","","M","0.6","","20","","","M","","M"
"2014-03-05","2014","03","05","","-4.7","","-10.5","","-7.6","","25.6","","0.0","","","M","","M","0.2","","20","","","M","","M"
"2014-03-06","2014","03","06","","-2.9","","-8.6","","-5.8","","23.8","","0.0","","","M","","M","0.0","","20","","","M","","M"
"2014-03-07","2014","03","07","","2.9","","-4.9","","-1.0","","19.0","","0.0","","","M","","M","0.3","","19","","","M","","M"
"2014-03-08","2014","03","08","","2.8","","-6.2","","-1.7","","19.7","","0.0","","","M","","M","0.0","","16","","","M","","M"
"2014-03-09","2014","03","09","","1.4","","-9.2","","-3.9","","21.9","","0.0","","","M","","M","0.0","","16","","","M","","M"
"2014-03-10","2014","03","10","","6.9","","1.2","","4.1","","13.9","","0.0","","","M","","M","0.0","","16","","","M","","M"
"2014-03-11","2014","03","11","","10.6","","3.9","","7.3","","10.7","","0.0","","","M","","M","0.0","","13","","","M","","M"
"2014-03-12","2014","03","12","","4.9","","-14.0","","-4.6","","22.6","","0.0","","","M","","M","11.8","","9","","","M","","M"
"2014-03-13","2014","03","13","","-6.1","","-16.5","","-11.3","","29.3","","0.0","","","M","","M","0.0","","22","","","M","","M"
"2014-03-14","2014","03","14","","10.5","","-6.1","","2.2","","15.8","","0.0","","","M","","M","0.0","","18","","","M","","M"
"2014-03-15","2014","03","15","","6.1","","-7.3","","-0.6","","18.6","","0.0","","","M","","M","0.0","","10","","","M","","M"
"2014-03-16","2014","03","16","","-7.1","","-12.6","","-9.9","","27.9","","0.0","","","M","","M","0.0","","9","","","M","","M"
"2014-03-17","2014","03","17","","-3.5","","-13.8","","-8.7","","26.7","","0.0","","","M","","M","0.0","","9","","","M","","M"
"2014-03-18","2014","03","18","","2.0","","-3.7","","-0.9","","18.9","","0.0","","","M","","M","0.0","","8","","","M","","M"
"2014-03-19","2014","03","19","","7.1","","0.8","","4.0","","14.0","","0.0","","","M","","M","6.2","","7","","","M","","M"
"2014-03-20","2014","03","20","","4.3","","-1.3","","1.5","","16.5","","0.0","","","M","","M","0.0","","6","","","M","","M"
"2014-03-21","2014","03","21","","2.8","","-2.5","","0.2","","17.8","","0.0","","","M","","M","0.0","","6","","","M","","M"
"2014-03-22","2014","03","22","","3.4","","-5.7","","-1.2","","19.2","","0.0","","","M","","M","1.0","","5","","","M","","M"
"2014-03-23","2014","03","23","","-4.3","","-8.9","","-6.6","","24.6","","0.0","","","M","","M","0.0","","4","","","M","","M"
"2014-03-24","2014","03","24","","-1.9","","-9.5","","-5.7","","23.7","","0.0","","","M","","M","0.0","","4","","","M","","M"
"2014-03-25","2014","03","25","","1.1","","-8.4","","-3.7","","21.7","","0.0","","","M","","M","0.0","","4","","","M","","M"
"2014-03-26","2014","03","26","","-3.0","","-10.6","","-6.8","","24.8","","0.0","","","M","","M","0.0","","3","","","M","","M"
"2014-03-27","2014","03","27","","4.8","","-7.2","","-1.2","","19.2","","0.0","","","M","","M","0.5","","3","","","M","","M"
"2014-03-28","2014","03","28","","10.2","","3.0","","6.6","","11.4","","0.0","","","M","","M","2.5","","3","","","M","","M"
"2014-03-29","2014","03","29","","3.5","","1.5","","2.5","","15.5","","0.0","","","M","","M","0.0","","2","","","M","","M"
"2014-03-30","2014","03","30","","9.1","","-0.3","","4.4","","13.6","","0.0","","","M","","M","0.0","","2","","","M","","M"
"2014-03-31","2014","03","31","","9.9","","1.4","","5.7","","12.3","","0.0","","","M","","M","0.0","","1","","","M","","M"
"2014-04-01","2014","04","01","","","M","3.9","E","","M","","M","","M","","M","","M","","M","","","","M","","M"
"2014-04-02","2014","04","02","","8.8","","0.9","","4.9","","13.1","","0.0","","","M","","M","0.0","","","","","M","","M"
"2014-04-03","2014","04","03","","4.4","","-0.5","","2.0","","16.0","","0.0","","","M","","M","0.5","","","","","M","","M"
"2014-04-04","2014","04","04","","6.6","","1.9","","4.3","","13.7","","0.0","","","M","","M","13.7","","","","","M","","M"
"2014-04-05","2014","04","05","","5.0","","-0.1","","2.5","","15.5","","0.0","","","M","","M","0.0","","","","","M","","M"
"2014-04-06","2014","04","06","","10.6","","-1.1","","4.8","","13.2","","0.0","","","M","","M","0.0","","","","","M","","M"
"2014-04-07","2014","04","07","","8.8","","2.9","","5.9","","12.1","","0.0","","","M","","M","14.2","","","","","M","","M"
"2014-04-08","2014","04","08","","13.7","","2.7","","8.2","","9.8","","0.0","","","M","","M","5.6","","","","","M","","M"
"2014-04-09","2014","04","09","","10.4","","2.1","","6.3","","11.7","","0.0","","","M","","M","0.0","","","","","M","","M"
"2014-04-10","2014","04","10","","17.5","","3.9","","10.7","","7.3","","0.0","","","M","","M","0.0","","","","","M","","M"
"2014-04-11","2014","04","11","","14.0","","6.2","","10.1","","7.9","","0.0","","","M","","M","0.0","","","","","M","","M"
"2014-04-12","2014","04","12","","14.2","","5.4","","9.8","","8.2","","0.0","","","M","","M","3.0","","","","","M","","M"
"2014-04-13","2014","04","13","","18.4","","5.1","","11.8","","6.2","","0.0","","","M","","M","4.8","","","","","M","","M"
"2014-04-14","2014","04","14","","20.3","","2.7","","11.5","","6.5","","0.0","","","M","","M","7.6","","","","","M","","M"
"2014-04-15","2014","04","15","","2.8","","-4.4","","-0.8","","18.8","","0.0","","","M","","M","8.8","","","","","M","","M"
"2014-04-16","2014","04","16","","3.8","","-5.0","","-0.6","","18.6","","0.0","","","M","","M","0.0","","","","","M","","M"
"2014-04-17","2014","04","17","","7.5","","0.6","","4.1","","13.9","","0.0","","","M","","M","0.0","","","","","M","","M"
"2014-04-18","2014","04","18","","11.5","","3.0","","7.3","","10.7","","0.0","","","M","","M","0.2","","","","","M","","M"
"2014-04-19","2014","04","19","","11.9","","1.3","","6.6","","11.4","","0.0","","","M","","M","0.2","","","","","M","","M"
"2014-04-20","2014","04","20","","11.7","","3.9","","7.8","","10.2","","0.0","","","M","","M","0.0","","","","","M","","M"
"2014-04-21","2014","04","21","","19.2","","6.9","","13.1","","4.9","","0.0","","","M","","M","0.0","","","","","M","","M"
"2014-04-22","2014","04","22","","15.1","","5.0","","10.1","","7.9","","0.0","","","M","","M","3.5","","","","","M","","M"
"2014-04-23","2014","04","23","","9.3","","3.1","","6.2","","11.8","","0.0","","","M","","M","0.0","","","","","M","","M"
"2014-04-24","2014","04","24","","12.2","","1.8","","7.0","","11.0","","0.0","","","M","","M","0.0","","","","","M","","M"
"2014-04-25","2014","04","25","","10.6","","4.8","","7.7","","10.3","","0.0","","","M","","M","2.4","","","","","M","","M"
"2014-04-26","2014","04","26","","10.4","","4.5","","7.5","","10.5","","0.0","","","M","","M","0.3","","","","","M","","M"
"2014-04-27","2014","04","27","","11.9","","2.9","","7.4","","10.6","","0.0","","","M","","M","0.0","","","","","M","","M"
"2014-04-28","2014","04","28","","12.6","","6.0","","9.3","","8.7","","0.0","","","M","","M","0.0","","","","","M","","M"
"2014-04-29","2014","04","29","","8.1","","5.9","","7.0","","11.0","","0.0","","","M","","M","32.1","","","","","M","","M"
"2014-04-30","2014","04","30","","6.7","","5.1","","5.9","","12.1","","0.0","","","M","","M","6.0","","","","","M","","M"
"2014-05-01","2014","05","01","","15.0","","6.2","","10.6","","7.4","","0.0","","","M","","M","2.5","","","","","M","","M"
"2014-05-02","2014","05","02","","12.6","","8.0","","10.3","","7.7","","0.0","","","M","","M","0.0","","","","","M","","M"
"2014-05-03","2014","05","03","","11.8","","7.7","","9.8","","8.2","","0.0","","","M","","M","1.5","","","","","M","","M"
"2014-05-04","2014","05","04","","14.5","","5.9","","10.2","","7.8","","0.0","","","M","","M","0.3","","","","","M","","M"
"2014-05-05","2014","05","05","","13.6","","5.3","","9.5","","8.5","","0.0","","","M","","M","0.0","","","","","M","","M"
"2014-05-06","2014","05","06","","14.1","","7.3","","10.7","","7.3","","0.0","","","M","","M","0.0","","","","","M","","M"
"2014-05-07","2014","05","07","","12.8","","7.4","","10.1","","7.9","","0.0","","","M","","M","0.2","","","","","M","","M"
"2014-05-08","2014","05","08","","18.0","","9.8","","13.9","","4.1","","0.0","","","M","","M","0.0","","","","","M","","M"
"2014-05-09","2014","05","09","","20.7","","10.6","","15.7","","2.3","","0.0","","","M","","M","0.3","","","","","M","","M"
"2014-05-10","2014","05","10","","21.3","","11.5","","16.4","","1.6","","0.0","","","M","","M","0.2","","","","","M","","M"
"2014-05-11","2014","05","11","","21.5","","9.2","","15.4","","2.6","","0.0","","","M","","M","0.0","","","","","M","","M"
"2014-05-12","2014","05","12","","21.1","","13.4","","17.3","","0.7","","0.0","","","M","","M","0.4","","","","","M","","M"
