"Station Name","TORONTO CITY"
"Province","ONTARIO"
"Latitude","43.67"
"Longitude","-79.40"
"Elevation","112.50"
"Climate Identifier","6158355"
"WMO Identifier","71508"
"TC Identifier","XTO"

"Legend"
"A","Accumulated"
"C","Precipitation occurred, amount uncertain"
"E","Estimated"
"F","Accumulated and estimated"
"L","Precipitation may or may not have occurred"
"M","Missing"
"N","Temperature missing but known to be > 0"
"S","More than one occurrence"
"T","Trace"
"Y","Temperature missing but known to be < 0"
"[empty]","No data available"
"^","The value displayed is based on incomplete data"
"†","Data that is not subject to review by the National Climate Archives"

"Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"2012-01-01","2012","01","01","","7.6","","1.8","","4.7","","13.3","","0.0","","","M","","M","3.5","","","","","M","","M"
"2012-01-02","2012","01","02","","1.8","","-10.6","","-4.4","","22.4","","0.0","","","M","","M","0.0","","","","","M","","M"
"2012-01-03","2012","01","03","","-10.4","","-14.6","","-12.5","","30.5","","0.0","","","M","","M","1.8","","","","","M","","M"
"2012-01-04","2012","01","04","","1.1","","-11.9","","-5.4","","23.4","","0.0","","","M","","M","0.0","","","","","M","","M"
"2012-01-05","2012","01","05","","3.5","","-0.2","","1.7","","16.3","","0.0","","","M","","M","0.0","","","","","M","","M"
"2012-01-06","2012","01","06","","8.4","","3.2","","5.8","","12.2","","0.0","","","M","","M","0.6","","","","","M","","M"
"2012-01-07","2012","01","07","","8.6","","1.3","","5.0","","13.0","","0.0","","","M","","M","0.0","","","","","M","","M"
"2012-01-08","2012","01","08","","1.3","","-3.5","","-1.1","","19.1","","0.0","","","M","","M","0.7","","","","","M","","M"
"2012-01-09","2012","01","09","","4.8","","-0.9","","2.0","","16.0","","0.0","","","M","","M","0.8","","","","","M","","M"
"2012-01-10","2012","01","10","","5.7","","3.2","","4.5","","13.5","","0.0","","","M","","M","0.0","","","","","M","","M"
"2012-01-11","2012","01","11","","5.7","","2.1","","3.9","","14.1","","0.0","","","M","","M","0.0","","","","","M","","M"
"2012-01-12","2012","01","12","","5.9","","2.0","","4.0","","14.0","","0.0","","","M","","M","14.2","","","","","M","","M"
"2012-01-13","2012","01","13","","5.1","","-6.8","","-0.9","","18.9","","0.0","","","M","","M","6.9","","","","","M","","M"
"2012-01-14","2012","01","14","","-6.8","","-13.4","","-10.1","","28.1","","0.0","","","M","","M","0.8","","","","","M","","M"
"2012-01-15","2012","01","15","","-4.7","","-14.5","","-9.6","","27.6","","0.0","","","M","","M","1.8","","","","","M","","M"
"2012-01-16","2012","01","16","","5.0","","-4.8","","0.1","","17.9","","0.0","","","M","","M","1.0","","","","","M","","M"
"2012-01-17","2012","01","17","","10.3","","-2.9","","3.7","","14.3","","0.0","","","M","","M","7.3","","","","","M","","M"
"2012-01-18","2012","01","18","","-2.9","","-7.5","","-5.2","","23.2","","0.0","","","M","","M","0.0","","","","","M","","M"
"2012-01-19","2012","01","19","","-0.3","","-8.8","","-4.6","","22.6","","0.0","","","M","","M","0.6","","","","","M","","M"
"2012-01-20","2012","01","20","","-5.3","","-10.1","","-7.7","","25.7","","0.0","","","M","","M","1.2","","","","","M","","M"
"2012-01-21","2012","01","21","","-1.5","","-7.3","","-4.4","","22.4","","0.0","","","M","","M","0.7","","","","","M","","M"
"2012-01-22","2012","01","22","","2.6","","-4.6","","-1.0","","19.0","","0.0","","","M","","M","0.0","","","","","M","","M"
"2012-01-23","2012","01","23","","8.2","","1.8","","5.0","","13.0","","0.0","","","M","","M","10.0","","","","","M","","M"
"2012-01-24","2012","01","24","","3.0","","-0.8","","1.1","","16.9","","0.0","","","M","","M","0.0","","","","","M","","M"
"2012-01-25","2012","01","25","","0.0","","-1.1","","-0.6","","18.6","","0.0","","","M","","M","0.0","","","","","M","","M"
"2012-01-26","2012","01","26","","2.9","","-1.0","","1.0","","17.0","","0.0","","","M","","M","1.7","","","","","M","","M"
"2012-01-27","2012","01","27","","4.6","","0.6","","2.6","","15.4","","0.0","","","M","","M","10.9","","","","","M","","M"
"2012-01-28","2012","01","28","","3.1","","-1.8","","0.7","","17.3","","0.0","","","M","","M","1.7","","","","","M","","M"
"2012-01-29","2012","01","29","","1.8","","-3.5","","-0.9","","18.9","","0.0","","","M","","M","0.8","","","","","M","","M"
"2012-01-30","2012","01","30","","0.4","","-3.3","","-1.5","","19.5","","0.0","","","M","","M","4.1","","","","","M","","M"
"2012-01-31","2012","01","31","","11.4","","0.4","","5.9","","12.1","","0.0","","","M","","M","2.0","","","","","M","","M"
"2012-02-01","2012","02","01","","10.9","","2.1","","6.5","","11.5","","0.0","","","M","","M","0.0","","","","","M","","M"
"2012-02-02","2012","02","02","","2.1","","-0.8","","0.7","","17.3","","0.0","","","M","","M","0.0","","","","","M","","M"
"2012-02-03","2012","02","03","","4.0","","-0.2","","1.9","","16.1","","0.0","","","M","","M","1.5","","","","","M","","M"
"2012-02-04","2012","02","04","","3.0","","-0.4","","1.3","","16.7","","0.0","","","M","","M","1.2","","","","","M","","M"
"2012-02-05","2012","02","05","","3.8","","-0.2","","1.8","","16.2","","0.0","","","M","","M","0.0","","","","","M","","M"
"2012-02-06","2012","02","06","","9.0","","0.3","","4.7","","13.3","","0.0","","","M","","M","0.0","","","","","M","","M"
"2012-02-07","2012","02","07","","3.4","","-5.5","","-1.1","","19.1","","0.0","","","M","","M","0.0","","","","","M","","M"
"2012-02-08","2012","02","08","","2.1","","-6.1","","-2.0","","20.0","","0.0","","","M","","M","0.7","","","","","M","","M"
"2012-02-09","2012","02","09","","5.7","","-3.0","","1.4","","16.6","","0.0","","","M","","M","0.0","","","","","M","","M"
"2012-02-10","2012","02","10","","1.1","","-3.8","","-1.4","","19.4","","0.0","","","M","","M","0.0","","","","","M","","M"
"2012-02-11","2012","02","11","","-3.8","","-12.3","","-8.1","","26.1","","0.0","","","M","","M","5.4","","","","","M","","M"
"2012-02-12","2012","02","12","","-1.9","","-8.2","","-5.1","","23.1","","0.0","","","M","","M","0.0","","","","","M","","M"
"2012-02-13","2012","02","13","","3.4","","-4.2","","-0.4","","18.4","","0.0","","","M","","M","0.8","","","","","M","","M"
"2012-02-14","2012","02","14","","2.1","","-0.4","","0.9","","17.1","","0.0","","","M","","M","2.2","","","","","M","","M"
"2012-02-15","2012","02","15","","4.1","","1.3","","2.7","","15.3","","0.0","","","M","","M","0.7","","","","","M","","M"
"2012-02-16","2012","02","16","","5.5","","2.0","","3.8","","14.2","","0.0","","","M","","M","0.6","","","","","M","","M"
"2012-02-17","2012","02","17","","4.9","","0.2","","2.6","","15.4","","0.0","","","M","","M","0.0","","","","","M","","M"
"2012-02-18","2012","02","18","","4.2","","-2.3","","1.0","","17.0","","0.0","","","M","","M","4.7","","","","","M","","M"
"2012-02-19","2012","02","19","","0.4","","-4.9","","-2.3","","20.3","","0.0","","","M","","M","0.0","","","","","M","","M"
"2012-02-20","2012","02","20","","3.3","","-6.4","","-1.6","","19.6","","0.0","","","M","","M","1.0","","","","","M","","M"
"2012-02-21","2012","02","21","","5.3","","0.7","","3.0","","15.0","","0.0","","","M","","M","2.2","","","","","M","","M"
"2012-02-22","2012","02","22","","7.3","","1.7","","4.5","","13.5","","0.0","","","M","","M","0.7","","","","","M","","M"
"2012-02-23","2012","02","23","","6.1","","1.5","","3.8","","14.2","","0.0","","","M","","M","0.0","","","","","M","","M"
"2012-02-24","2012","02","24","","5.8","","1.1","","3.5","","14.5","","0.0","","","M","","M","12.0","","","","","M","","M"
"2012-02-25","2012","02","25","","1.1","","-3.6","","-1.3","","19.3","","0.0","","","M","","M","0.0","","","","","M","","M"
"2012-02-26","2012","02","26","","0.9","","-5.1","","-2.1","","20.1","","0.0","","","M","","M","0.7","","","","","M","","M"
"2012-02-27","2012","02","27","","10.1","","0.8","","5.5","","12.5","","0.0","","","M","","M","0.0","","","","","M","","M"
"2012-02-28","2012","02","28","","2.2","","-1.7","","0.3","","17.7","","0.0","","","M","","M","0.0","","","","","M","","M"
"2012-02-29","2012","02","29","","2.5","","0.0","","1.3","","16.7","","0.0","","","M","","M","5.2","","","","","M","","M"
"2012-03-01","2012","03","01","","6.0","","0.4","","3.2","","14.8","","0.0","","","M","","M","6.2","","","","","M","","M"
"2012-03-02","2012","03","02","","7.2","","2.1","","4.7","","13.3","","0.0","","","M","","M","4.9","","","","","M","","M"
"2012-03-03","2012","03","03","","9.1","","0.1","","4.6","","13.4","","0.0","","","M","","M","0.0","","","","","M","","M"
"2012-03-04","2012","03","04","","0.1","","-11.2","","-5.6","","23.6","","0.0","","","M","","M","0.7","","","","","M","","M"
"2012-03-05","2012","03","05","","-2.4","","-12.9","","-7.7","","25.7","","0.0","","","M","","M","1.3","","","","","M","","M"
"2012-03-06","2012","03","06","","4.5","","-6.8","","-1.2","","19.2","","0.0","","","M","","M","1.1","","","","","M","","M"
"2012-03-07","2012","03","07","","15.9","","3.8","","9.9","","8.1","","0.0","","","M","","M","0.0","","","","","M","","M"
"2012-03-08","2012","03","08","","12.9","","0.0","","6.5","","11.5","","0.0","","","M","","M","1.6","","","","","M","","M"
"2012-03-09","2012","03","09","","4.5","","-5.5","","-0.5","","18.5","","0.0","","","M","","M","0.0","","","","","M","","M"
"2012-03-10","2012","03","10","","2.9","","-8.2","","-2.7","","20.7","","0.0","","","M","","M","0.8","","","","","M","","M"
"2012-03-11","2012","03","11","","15.2","","2.9","","9.1","","8.9","","0.0","","","M","","M","0.0","","","","","M","","M"
"2012-03-12","2012","03","12","","13.2","","6.5","","9.9","","8.1","","0.0","","","M","","M","3.0","","","","","M","","M"
"2012-03-13","2012","03","13","","18.4","","6.2","","12.3","","5.7","","0.0","","","M","","M","3.0","","","","","M","","M"
"2012-03-14","2012","03","14","","15.2","","3.7","","9.5","","8.5","","0.0","","","M","","M","0.0","","","","","M","","M"
"2012-03-15","2012","03","15","","16.3","","6.0","","11.2","","6.8","","0.0","","","M","","M","0.7","","","","","M","","M"
"2012-03-16","2012","03","16","","19.7","","7.6","","13.7","","4.3","","0.0","","","M","","M","0.6","","","","","M","","M"
"2012-03-17","2012","03","17","","9.7","","5.2","","7.5","","10.5","","0.0","","","M","","M","0.0","","","","","M","","M"
"2012-03-18","2012","03","18","","19.3","","7.5","","13.4","","4.6","","0.0","","","M","","M","0.7","","","","","M","","M"
"2012-03-19","2012","03","19","","22.3","","11.1","","16.7","","1.3","","0.0","","","M","","M","0.0","","","","","M","","M"
"2012-03-20","2012","03","20","","20.9","","10.7","","15.8","","2.2","","0.0","","","M","","M","0.0","","","","","M","","M"
"2012-03-21","2012","03","21","","22.4","","10.4","","16.4","","1.6","","0.0","","","M","","M","0.7","","","","","M","","M"
"2012-03-22","2012","03","22","","24.3","","11.7","","18.0","","0.0","","0.0","","","M","","M","0.0","","","","","M","","M"
"2012-03-23","2012","03","23","","16.7","","11.3","","14.0","","4.0","","0.0","","","M","","M","5.7","","","","","M","","M"
"2012-03-24","2012","03","24","","11.3","","6.7","","9.0","","9.0","","0.0","","","M","","M","0.8","","","","","M","","M"
"2012-03-25","2012","03","25","","18.4","","5.5","","12.0","","6.0","","0.0","","","M","","M","0.7","","","","","M","","M"
"2012-03-26","2012","03","26","","5.8","","-1.4","","2.2","","15.8","","0.0","","","M","","M","0.0","","","","","M","","M"
"2012-03-27","2012","03","27","","5.1","","-2.9","","1.1","","16.9","","0.0","","","M","","M","2.3","","","","","M","","M"
"2012-03-28","2012","03","28","","20.0","","4.6","","12.3","","5.7","","0.0","","","M","","M","0.6","","","","","M","","M"
"2012-03-29","2012","03","29","","5.0","","0.3","","2.7","","15.3","","0.0","","","M","","M","0.0","","","","","M","","M"
"2012-03-30","2012","03","30","","4.3","","-0.6","","1.9","","16.1","","0.0","","","M","","M","0.6","","","","","M","","M"
"2012-03-31","2012","03","31","","7.1","","0.6","","3.9","","14.1","","0.0","","","M","","M","0.0","","","","","M","","M"
"2012-04-01","2012","04","01","","6.2","","3.7","","5.0","","13.0","","0.0","","","M","","M","3.7","","","","","M","","M"
"2012-04-02","2012","04","02","","13.1","","2.1","","7.6","","10.4","","0.0","","","M","","M","0.0","","","","","M","","M"
"2012-04-03","2012","04","03","","11.4","","2.7","","7.1","","10.9","","0.0","","","M","","M","0.7","","","","","M","","M"
"2012-04-04","2012","04","04","","12.3","","4.1","","8.2","","9.8","","0.0","","","M","","M","0.0","","","","","M","","M"
"2012-04-05","2012","04","05","","9.2","","1.7","","5.5","","12.5","","0.0","","","M","","M","0.0","","","","","M","","M"
"2012-04-06","2012","04","06","","12.7","","1.4","","7.1","","10.9","","0.0","","","M","","M","0.6","","","","","M","","M"
"2012-04-07","2012","04","07","","15.8","","3.8","","9.8","","8.2","","0.0","","","M","","M","0.0","","","","","M","","M"
"2012-04-08","2012","04","08","","14.5","","5.3","","9.9","","8.1","","0.0","","","M","","M","0.0","","","","","M","","M"
"2012-04-09","2012","04","09","","13.9","","3.7","","8.8","","9.2","","0.0","","","M","","M","0.0","","","","","M","","M"
"2012-04-10","2012","04","10","","9.2","","3.4","","6.3","","11.7","","0.0","","","M","","M","","M","","","","M","","M"
"2012-04-11","2012","04","11","","11.5","","3.2","","7.4","","10.6","","0.0","","","M","","M","0.8","","","","","M","","M"
"2012-04-12","2012","04","12","","12.2","","3.0","","7.6","","10.4","","0.0","","","M","","M","0.0","","","","","M","","M"
"2012-04-13","2012","04","13","","14.1","","3.5","","8.8","","9.2","","0.0","","","M","","M","0.8","","","","","M","","M"
"2012-04-14","2012","04","14","","15.2","","6.5","","10.9","","7.1","","0.0","","","M","","M","0.7","","","","","M","","M"
"2012-04-15","2012","04","15","","18.3","","10.7","","14.5","","3.5","","0.0","","","M","","M","2.4","","","","","M","","M"
"2012-04-16","2012","04","16","","25.3","","10.0","","17.7","","0.3","","0.0","","","M","","M","0.0","","","","","M","","M"
"2012-04-17","2012","04","17","","12.1","","1.9","","7.0","","11.0","","0.0","","","M","","M","0.0","","","","","M","","M"
"2012-04-18","2012","04","18","","8.9","","0.6","","4.8","","13.2","","0.0","","","M","","M","0.7","","","","","M","","M"
"2012-04-19","2012","04","19","","20.6","","5.8","","13.2","","4.8","","0.0","","","M","","M","0.8","","","","","M","","M"
"2012-04-20","2012","04","20","","19.4","","5.7","","12.6","","5.4","","0.0","","","M","","M","1.0","","","","","M","","M"
"2012-04-21","2012","04","21","","8.6","","4.4","","6.5","","11.5","","0.0","","","M","","M","7.3","","","","","M","","M"
"2012-04-22","2012","04","22","","9.4","","4.3","","6.9","","11.1","","0.0","","","M","","M","0.0","","","","","M","","M"
"2012-04-23","2012","04","23","","7.7","","2.4","","5.1","","12.9","","0.0","","","M","","M","7.7","","","","","M","","M"
"2012-04-24","2012","04","24","","7.8","","2.2","","5.0","","13.0","","0.0","","","M","","M","0.9","","","","","M","","M"
"2012-04-25","2012","04","25","","14.4","","3.1","","8.8","","9.2","","0.0","","","M","","M","0.6","","","","","M","","M"
"2012-04-26","2012","04","26","","10.6","","2.8","","6.7","","11.3","","0.0","","","M","","M","0.0","","","","","M","","M"
"2012-04-27","2012","04","27","","9.2","","0.9","","5.1","","12.9","","0.0","","","M","","M","0.0","","","","","M","","M"
"2012-04-28","2012","04","28","","8.6","","-0.3","","4.2","","13.8","","0.0","","","M","","M","1.3","","","","","M","","M"
"2012-04-29","2012","04","29","","14.8","","0.2","","7.5","","10.5","","0.0","","","M","","M","1.6","","","","","M","","M"
"2012-04-30","2012","04","30","","9.0","","5.4","","7.2","","10.8","","0.0","","","M","","M","9.3","","","","","M","","M"
"2012-05-01","2012","05","01","","14.5","","6.8","","10.7","","7.3","","0.0","","","M","","M","0.7","","","","","M","","M"
"2012-05-02","2012","05","02","","14.5","","7.8","","11.2","","6.8","","0.0","","","M","","M","0.9","","","","","M","","M"
"2012-05-03","2012","05","03","","20.3","","9.3","","14.8","","3.2","","0.0","","","M","","M","15.4","","","","","M","","M"
"2012-05-04","2012","05","04","","23.5","","13.0","","18.3","","0.0","","0.3","","","M","","M","1.3","","","","","M","","M"
"2012-05-05","2012","05","05","","13.8","","9.8","","11.8","","6.2","","0.0","","","M","","M","0.0","","","","","M","","M"
"2012-05-06","2012","05","06","","17.6","","8.8","","13.2","","4.8","","0.0","","","M","","M","0.7","","","","","M","","M"
"2012-05-07","2012","05","07","","15.4","","12.3","","13.9","","4.1","","0.0","","","M","","M","0.0","","","","","M","","M"
"2012-05-08","2012","05","08","","17.8","","11.7","","14.8","","3.2","","0.0","","","M","","M","9.5","","","","","M","","M"
"2012-05-09","2012","05","09","","19.7","","9.3","","14.5","","3.5","","0.0","","","M","","M","9.7","","","","","M","","M"
"2012-05-10","2012","05","10","","16.6","","8.3","","12.5","","5.5","","0.0","","","M","","M","0.0","","","","","M","","M"
"2012-05-11","2012","05","11","","21.6","","7.9","","14.8","","3.2","","0.0","","","M","","M","0.7","","","","","M","","M"
"2012-05-12","2012","05","12","","24.6","","11.7","","18.2","","0.0","","0.2","","","M","","M","0.0","","","","","M","","M"
"2012-05-13","2012","05","13","","19.1","","12.8","","16.0","","2.0","","0.0","","","M","","M","0.0","","","","","M","","M"
"2012-05-14","2012","05","14","","22.5","","12.6","","17.6","","0.4","","0.0","","","M","","M","0.0","","","","","M","","M"
"2012-05-15","2012","05","15","","24.9","","11.6","","18.3","","0.0","","0.3","","","M","","M","0.0","","","","","M","","M"
