Date/Time,Year,Month,Day,Max Temp (°C),Min Temp (°C),Mean Temp (°C),Total Rain (mm),Total Snow (cm),Total Precip (mm),Snow on Grnd (cm),Spd of Max Gust (km/h)
2016-01-01,2016,1,1,-0.4,-3.8,-2.1,0.0,0.2,0.2,1.0,50
2016-01-02,2016,1,2,-0.1,-4.1,-2.1,0.0,0.2,0.2,1.0,44
2016-01-03,2016,1,3,1.2,-11.9,-5.4,0.2,0.0,0.2,1.0,63
2016-01-04,2016,1,4,-11.6,-15.8,-13.7,0.0,0.0,0.0,0.0,39
2016-01-05,2016,1,5,-3.3,-16.3,-9.8,0.0,0.0,0.0,0.0,32
2016-01-06,2016,1,6,2.0,-7.4,-2.7,0.0,0.0,0.0,0.0,<31
2016-01-07,2016,1,7,3.5,-7.6,-2.1,0.0,0.0,0.0,0.0,<31
2016-01-08,2016,1,8,2.8,-6.0,-1.6,2.8,0.0,2.8,0.0,33
2016-01-09,2016,1,9,7.5,2.4,5.0,3.6,0.0,3.6,0.0,<31
2016-01-10,2016,1,10,6.8,-6.6,0.1,23.2,3.2,26.4,0.0,72
2016-01-11,2016,1,11,-6.1,-10.3,-8.2,0.0,0.0,0.0,3.0,54
2016-01-12,2016,1,12,-1.9,-9.6,-5.8,0.0,11.2,6.4,5.0,56
2016-01-13,2016,1,13,-7.0,-11.1,-9.1,0.4,1.3,1.5,9.0,43
2016-01-14,2016,1,14,-2.3,-8.7,-5.5,0.0,1.6,1.2,10.0,33
2016-01-15,2016,1,15,3.5,-4.0,-0.3,2.8,0.0,2.8,8.0,33
2016-01-16,2016,1,16,3.0,-4.4,-0.7,3.2,0.0,3.2,2.0,52
2016-01-17,2016,1,17,-1.3,-10.6,-6.0,0.0,0.0,0.0,0.0,39
2016-01-18,2016,1,18,-8.0,-12.6,-10.3,0.0,0.0,0.0,0.0,50
2016-01-19,2016,1,19,-3.8,-16.0,-9.9,0.0,0.0,0.0,0.0,56
2016-01-20,2016,1,20,-3.5,-7.8,-5.7,0.0,0.0,0.0,0.0,33
2016-01-21,2016,1,21,-3.7,-10.8,-7.3,0.0,0.0,0.0,0.0,<31
2016-01-22,2016,1,22,-2.7,-12.2,-7.5,0.0,0.0,0.0,0.0,<31
2016-01-23,2016,1,23,-4.9,-12.5,-8.7,0.0,0.0,0.0,0.0,37
2016-01-24,2016,1,24,-1.1,-11.3,-6.2,0.0,0.0,0.0,0.0,<31
2016-01-25,2016,1,25,3.1,-2.2,0.5,0.2,0.0,0.2,0.0,33
2016-01-26,2016,1,26,6.3,0.5,3.4,0.4,0.0,0.4,0.0,61
2016-01-27,2016,1,27,0.5,-4.3,-1.9,0.0,0.4,0.4,0.0,52
2016-01-28,2016,1,28,1.0,-6.5,-2.8,0.0,3.4,1.6,0.0,46
2016-01-29,2016,1,29,-0.3,-9.6,-5.0,0.0,0.0,0.0,3.0,65
2016-01-30,2016,1,30,4.7,-9.0,-2.2,0.0,0.0,0.0,2.0,41
2016-01-31,2016,1,31,10.2,-2.5,3.9,4.4,0.0,4.4,0.0,43
2016-02-01,2016,2,1,9.2,0.1,4.7,0.0,0.0,0.0,0.0,<31
2016-02-02,2016,2,2,2.8,-1.0,0.9,0.0,0.0,0.0,0.0,61
2016-02-03,2016,2,3,15.7,0.1,7.9,4.4,0.0,4.4,0.0,67
2016-02-04,2016,2,4,3.9,-2.2,0.9,0.0,0.0,0.0,0.0,41
2016-02-05,2016,2,5,0.9,-3.8,-1.5,0.0,0.0,0.0,0.0,<31
2016-02-06,2016,2,6,3.4,-2.0,0.7,0.0,0.4,0.2,0.0,46
2016-02-07,2016,2,7,4.7,-2.8,1.0,0.0,0.0,0.0,0.0,35
2016-02-08,2016,2,8,2.5,-3.2,-0.4,0.0,0.8,0.8,1.0,44
2016-02-09,2016,2,9,0.0,-4.2,-2.1,0.0,1.0,1.0,1.0,35
2016-02-10,2016,2,10,-1.3,-12.9,-7.1,0.0,3.6,1.6,1.0,37
2016-02-11,2016,2,11,-10.9,-18.5,-14.7,0.0,0.0,0.0,5.0,43
2016-02-12,2016,2,12,-4.9,-17.5,-11.2,0.0,2.6,1.0,2.0,54
2016-02-13,2016,2,13,-17.6,-26.7,-22.2,0.0,0.0,0.0,4.0,52
2016-02-14,2016,2,14,-12.1,-26.1,-19.1,0.0,0.0,0.0,3.0,<31
2016-02-15,2016,2,15,-1.3,-15.9,-8.6,0.0,1.0,0.8,4.0,33
2016-02-16,2016,2,16,-0.8,-2.2,-1.5,0.0,7.2,6.6,5.0,41
2016-02-17,2016,2,17,-1.0,-12.5,-6.8,0.0,1.6,1.2,11.0,43
2016-02-18,2016,2,18,-4.8,-18.0,-11.4,0.0,0.0,0.0,10.0,<31
2016-02-19,2016,2,19,7.4,-10.8,-1.7,2.2,0.0,2.2,9.0,54
2016-02-20,2016,2,20,11.6,3.8,7.7,0.3,0.0,0.3,1.0,59
2016-02-21,2016,2,21,4.5,-2.2,1.2,0.0,0.0,0.0,0.0,35
2016-02-22,2016,2,22,-0.5,-5.8,-3.2,0.0,0.0,0.0,0.0,32
2016-02-23,2016,2,23,1.6,-5.8,-2.1,0.0,0.0,0.0,0.0,<31
2016-02-24,2016,2,24,1.5,-1.5,0.0,20.4,2.8,23.2,2.0,43
2016-02-25,2016,2,25,0.6,-8.2,-3.8,3.5,0.0,3.5,2.0,67
2016-02-26,2016,2,26,-4.1,-11.9,-8.0,0.0,0.0,0.0,3.0,41
2016-02-27,2016,2,27,4.3,-6.3,-1.0,0.0,0.0,0.0,2.0,59
2016-02-28,2016,2,28,13.8,0.7,7.3,0.0,0.0,0.0,0.0,61
2016-02-29,2016,2,29,10.8,-7.7,1.6,0.0,0.4,0.4,0.0,76
2016-03-01,2016,3,1,-7.6,-11.7,-9.7,0.0,12.0,11.4,0.0,48
2016-03-02,2016,3,2,-6.0,-11.6,-8.8,0.0,1.6,1.2,14.0,50
2016-03-03,2016,3,3,-5.8,-11.5,-8.7,0.0,0.0,0.0,12.0,<31
2016-03-04,2016,3,4,-0.5,-7.2,-3.9,0.0,0.6,0.4,12.0,<31
2016-03-05,2016,3,5,-1.0,-6.6,-3.8,0.0,0.8,0.8,8.0,<31
2016-03-06,2016,3,6,1.9,-11.2,-4.7,0.0,0.0,0.0,9.0,32
2016-03-07,2016,3,7,10.2,-0.2,5.0,0.0,0.0,0.0,7.0,37
2016-03-08,2016,3,8,11.2,1.3,6.3,0.0,0.0,0.0,0.0,<31
2016-03-09,2016,3,9,18.6,3.7,11.2,0.0,0.0,0.0,0.0,39
2016-03-10,2016,3,10,11.8,1.4,6.6,6.4,0.0,6.4,0.0,41
2016-03-11,2016,3,11,7.7,0.4,4.1,0.0,0.0,0.0,0.0,48
2016-03-12,2016,3,12,17.0,-3.1,7.0,0.0,0.0,0.0,0.0,33
2016-03-13,2016,3,13,8.8,2.4,5.6,0.0,0.0,0.0,0.0,46
2016-03-14,2016,3,14,7.4,4.1,5.8,12.6,0.0,12.6,0.0,46
