Date/Time,Year,Month,Day,Max Temp (°C),Min Temp (°C),Mean Temp (°C),Total Rain (mm),Total Snow (cm),Total Precip (mm),Snow on Grnd (cm),Spd of Max Gust (km/h)
2015-01-01,2015,1,1,-2.0,-8.3,-5.2,0.0,1.6,1.2,0.0,46
2015-01-02,2015,1,2,-1.9,-9.2,-5.6,0.0,0.6,0.4,2.0,32
2015-01-03,2015,1,3,1.2,-9.0,-3.9,4.4,3.0,6.8,1.0,35
2015-01-04,2015,1,4,4.0,-5.8,-0.9,6.4,0.2,6.6,2.0,46
2015-01-05,2015,1,5,-5.8,-13.5,-9.7,0.0,0.0,0.0,0.0,54
2015-01-06,2015,1,6,-8.0,-13.3,-10.7,0.0,0.0,0.0,0.0,33
2015-01-07,2015,1,7,-9.5,-21.4,-15.5,0.0,0.2,0.2,0.0,46
2015-01-08,2015,1,8,-9.6,-16.3,-13.0,0.0,1.6,0.7,0.0,48
2015-01-09,2015,1,9,-5.4,-13.5,-9.5,0.0,2.4,1.1,2.0,57
2015-01-10,2015,1,10,-9.5,-15.7,-12.6,0.0,0.0,0.0,4.0,44
2015-01-11,2015,1,11,-0.8,-12.5,-6.7,0.0,0.4,0.4,3.0,33
2015-01-12,2015,1,12,-0.9,-17.9,-9.4,0.0,3.0,1.4,5.0,41
2015-01-13,2015,1,13,-10.9,-21.5,-16.2,0.0,0.0,0.0,5.0,<31
2015-01-14,2015,1,14,-3.9,-15.6,-9.8,0.0,0.0,0.0,5.0,<31
2015-01-15,2015,1,15,-2.9,-13.5,-8.2,0.0,0.0,0.0,4.0,37
2015-01-16,2015,1,16,-2.8,-16.9,-9.9,0.0,0.8,0.4,4.0,54
2015-01-17,2015,1,17,4.1,-18.5,-7.2,0.0,0.4,0.2,4.0,35
2015-01-18,2015,1,18,4.8,-0.7,2.1,2.0,0.2,2.0,3.0,35
2015-01-19,2015,1,19,-0.1,-10.8,-5.5,0.0,0.0,0.0,0.0,35
2015-01-20,2015,1,20,-7.1,-14.3,-10.7,0.0,0.0,0.0,0.0,<31
2015-01-21,2015,1,21,-3.9,-15.8,-9.9,0.0,0.0,0.0,0.0,<31
2015-01-22,2015,1,22,-0.8,-12.2,-6.5,0.0,0.0,0.0,0.0,<31
2015-01-23,2015,1,23,1.8,-5.5,-1.9,0.0,0.0,0.0,0.0,46
2015-01-24,2015,1,24,0.2,-6.0,-2.9,0.2,0.4,0.4,0.0,46
2015-01-25,2015,1,25,-4.3,-13.9,-9.1,0.0,0.0,0.0,0.0,46
2015-01-26,2015,1,26,-8.0,-15.9,-12.0,0.0,0.0,0.0,0.0,<31
2015-01-27,2015,1,27,-6.7,-12.8,-9.8,0.0,0.6,0.4,1.0,<31
2015-01-28,2015,1,28,-0.5,-15.2,-7.9,0.0,0.0,0.0,0.0,<31
2015-01-29,2015,1,29,-0.2,-7.1,-3.7,0.3,8.1,8.2,0.0,37
2015-01-30,2015,1,30,-2.0,-15.6,-8.8,0.0,0.0,0.0,8.0,61
2015-01-31,2015,1,31,-3.1,-20.3,-11.7,0.0,0.0,0.0,6.0,<31
2015-02-01,2015,2,1,-3.1,-15.6,-9.4,0.0,7.4,6.4,6.0,33
2015-02-02,2015,2,2,-11.9,-16.3,-14.1,0.0,9.8,8.2,20.0,44
2015-02-03,2015,2,3,-4.8,-15.7,-10.3,0.0,0.2,0.2,23.0,33
2015-02-04,2015,2,4,-1.8,-9.9,-5.9,0.0,2.2,1.8,18.0,32
2015-02-05,2015,2,5,-9.9,-16.0,-13.0,0.0,0.0,0.0,19.0,<31
2015-02-06,2015,2,6,-3.6,-12.8,-8.2,0.0,2.0,0.8,19.0,37
2015-02-07,2015,2,7,-3.7,-9.5,-6.6,0.0,8.2,7.7,18.0,<31
2015-02-08,2015,2,8,-9.4,-13.9,-11.7,0.0,2.0,1.6,24.0,<31
2015-02-09,2015,2,9,-10.3,-13.9,-12.1,0.0,0.0,0.0,25.0,<31
2015-02-10,2015,2,10,-3.9,-12.3,-8.1,0.0,0.0,0.0,25.0,<31
2015-02-11,2015,2,11,-2.4,-12.5,-7.5,0.0,1.7,1.2,19.0,35
2015-02-12,2015,2,12,-3.4,-20.2,-11.8,0.0,0.3,0.3,21.0,56
2015-02-13,2015,2,13,-10.3,-23.9,-17.1,0.0,0.7,0.5,21.0,33
2015-02-14,2015,2,14,-7.3,-21.4,-14.4,0.0,1.8,1.1,23.0,56
2015-02-15,2015,2,15,-20.5,-26.8,-23.7,0.0,0.0,0.0,23.0,54
2015-02-16,2015,2,16,-12.9,-25.3,-19.1,0.0,0.0,0.0,22.0,<31
2015-02-17,2015,2,17,-8.0,-19.1,-13.6,0.0,0.0,0.0,19.0,<31
2015-02-18,2015,2,18,-7.5,-17.5,-12.5,0.0,0.6,0.4,18.0,<31
2015-02-19,2015,2,19,-14.8,-22.3,-18.6,0.0,0.0,0.0,18.0,50
2015-02-20,2015,2,20,-13.5,-23.1,-18.3,0.0,0.0,0.0,18.0,<31
2015-02-21,2015,2,21,-7.0,-18.0,-12.5,0.0,9.0,6.0,19.0,<31
2015-02-22,2015,2,22,-4.1,-19.8,-12.0,0.0,0.6,0.4,27.0,35
2015-02-23,2015,2,23,-14.7,-22.0,-18.4,0.0,0.0,0.0,28.0,<31
2015-02-24,2015,2,24,-9.1,-20.0,-14.6,0.0,0.2,0.2,28.0,41
2015-02-25,2015,2,25,-8.0,-20.1,-14.1,0.0,0.0,0.0,23.0,46
2015-02-26,2015,2,26,-10.1,-21.1,-15.6,0.0,0.0,0.0,24.0,<31
2015-02-27,2015,2,27,-8.4,-24.6,-16.5,0.0,0.0,0.0,24.0,<31
2015-02-28,2015,2,28,-4.0,-21.2,-12.6,0.0,0.0,0.0,23.0,<31
2015-03-01,2015,3,1,-3.1,-16.5,-9.8,0.0,0.0,0.0,19.0,<31
2015-03-02,2015,3,2,-2.4,-16.3,-9.4,0.0,0.4,0.4,17.0,44
2015-03-03,2015,3,3,-0.2,-18.7,-9.5,1.2,2.4,3.0,16.0,32
2015-03-04,2015,3,4,0.5,-12.1,-5.8,0.0,0.0,0.0,17.0,44
2015-03-05,2015,3,5,-10.1,-16.7,-13.4,0.0,0.0,0.0,16.0,33
