"Station Name","TORONTO BUTTONVILLE A"
"Province","ONTARIO"
"Latitude","43.86"
"Longitude","-79.37"
"Elevation","198.10"
"Climate Identifier","6158409"
"WMO Identifier",""
"TC Identifier","YKZ"
"All times are specified in Local Standard Time (LST). Add 1 hour to adjust for Daylight Saving Time where and when it is observed."

"Legend"
"E","Estimated"
"M","Missing"
"NA","Not Available"

"Date/Time","Year","Month","Day","Time","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"2017-02-01 00:00","2017","02","01","00:00","-5.0","","-6.3","","91","","2","","3","","","M","98.18","","","","-6","","NA"
"2017-02-01 01:00","2017","02","01","01:00","-5.1","","-6.2","","92","","7","","3","","","M","98.21","","","","-6","","NA"
"2017-02-01 02:00","2017","02","01","02:00","-5.3","","-6.3","","93","","20","","1","","","M","98.25","","","","-6","","NA"
"2017-02-01 03:00","2017","02","01","03:00","-6.2","","-6.9","","95","","18","","4","","","M","98.30","","","","-8","","NA"
"2017-02-01 04:00","2017","02","01","04:00","-4.9","","-5.9","","93","","23","","5","","","M","98.30","","","","-7","","NA"
"2017-02-01 05:00","2017","02","01","05:00","-3.9","","-5.5","","89","","23","","7","","","M","98.32","","","","-7","","NA"
"2017-02-01 06:00","2017","02","01","06:00","-2.2","","-4.9","","82","","24","","9","","","M","98.36","","","","-6","","NA"
"2017-02-01 07:00","2017","02","01","07:00","-1.6","","-4.8","","79","","25","","9","","","M","98.41","","","","-5","","NA"
"2017-02-01 08:00","2017","02","01","08:00","-1.4","","-4.9","","77","","25","","13","","","M","98.49","","","","-6","","NA"
"2017-02-01 09:00","2017","02","01","09:00","-0.7","","-5.0","","73","","26","","17","","","M","98.54","","","","-6","","NA"
"2017-02-01 10:00","2017","02","01","10:00","0.4","","-5.0","","67","","27","","16","","","M","98.59","","","","","","NA"
"2017-02-01 11:00","2017","02","01","11:00","0.1","","-4.4","","72","","26","","18","","","M","98.67","","","","","","NA"
"2017-02-01 12:00","2017","02","01","12:00","-1.6","","-2.7","","92","","28","","17","","","M","98.73","","","","-7","","NA"
"2017-02-01 13:00","2017","02","01","13:00","-1.7","","-3.6","","87","","32","","16","","","M","98.73","","","","-7","","NA"
"2017-02-01 14:00","2017","02","01","14:00","-1.1","","-4.6","","77","","31","","14","","","M","98.77","","","","-6","","NA"
"2017-02-01 15:00","2017","02","01","15:00","-0.8","","-4.7","","75","","34","","9","","","M","98.81","","","","-4","","NA"
"2017-02-01 16:00","2017","02","01","16:00","1.5","","-5.9","","58","","31","","13","","","M","98.85","","","","","","NA"
"2017-02-01 17:00","2017","02","01","17:00","0.2","","-6.9","","59","","25","","16","","","M","98.93","","","","","","NA"
"2017-02-01 18:00","2017","02","01","18:00","-0.2","","-8.0","","56","","26","","15","","","M","99.01","","","","-5","","NA"
"2017-02-01 19:00","2017","02","01","19:00","-1.7","","-4.4","","82","","25","","12","","","M","99.11","","","","-6","","NA"
"2017-02-01 20:00","2017","02","01","20:00","-1.9","","-4.3","","84","","24","","10","","","M","99.14","","","","-6","","NA"
"2017-02-01 21:00","2017","02","01","21:00","-2.0","","-4.2","","85","","29","","7","","","M","99.13","","","","-5","","NA"
"2017-02-01 22:00","2017","02","01","22:00","-2.3","","-5.5","","79","","29","","7","","","M","99.13","","","","-5","","NA"
"2017-02-01 23:00","2017","02","01","23:00","-2.6","","-6.6","","74","","28","","14","","","M","99.15","","","","-7","","NA"
"2017-02-02 00:00","2017","02","02","00:00","-3.1","","-7.3","","73","","32","","18","","","M","99.14","","","","-9","","NA"
"2017-02-02 01:00","2017","02","02","01:00","-3.7","","-7.2","","77","","32","","11","","","M","99.16","","","","-8","","NA"
"2017-02-02 02:00","2017","02","02","02:00","-4.4","","-7.5","","79","","33","","15","","","M","99.19","","","","-10","","NA"
"2017-02-02 03:00","2017","02","02","03:00","-4.6","","-8.6","","74","","27","","12","","","M","99.23","","","","-9","","NA"
"2017-02-02 04:00","2017","02","02","04:00","-5.2","","-9.7","","71","","32","","12","","","M","99.23","","","","-10","","NA"
"2017-02-02 05:00","2017","02","02","05:00","-5.5","","-10.3","","69","","27","","10","","","M","99.28","","","","-10","","NA"
"2017-02-02 06:00","2017","02","02","06:00","-5.7","","-10.2","","71","","29","","7","","","M","99.28","","","","-9","","NA"
"2017-02-02 07:00","2017","02","02","07:00","-6.1","","-10.0","","74","","26","","8","","","M","99.36","","","","-10","","NA"
