"Station Name","TORONTO BUTTONVILLE A"
"Province","ONTARIO"
"Latitude","43.86"
"Longitude","-79.37"
"Elevation","198.10"
"Climate Identifier","615HMAK"
"WMO Identifier","71639"
"TC Identifier","YKZ"
"All times are specified in Local Standard Time (LST). Add 1 hour to adjust for Daylight Saving Time where and when it is observed."

"Legend"
"E","Estimated"
"M","Missing"
"NA","Not Available"

"Date/Time","Year","Month","Day","Time","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"2013-07-01 00:00","2013","07","01","00:00","18.1","","9.5","","57","","3","","11","","24.1","","99.15","","","","","","Mostly Cloudy"
"2013-07-01 01:00","2013","07","01","01:00","17.7","","9.1","","57","","2","","7","","24.1","","99.18","","","","","","Cloudy"
"2013-07-01 02:00","2013","07","01","02:00","17.7","","8.8","","56","","3","","9","","24.1","","99.17","","","","","","Mostly Cloudy"
"2013-07-01 03:00","2013","07","01","03:00","17.4","","8.8","","57","","1","","9","","24.1","","99.16","","","","","","Cloudy"
"2013-07-01 04:00","2013","07","01","04:00","16.4","","9.2","","62","","1","","9","","24.1","","99.21","","","","","","Mostly Cloudy"
"2013-07-01 05:00","2013","07","01","05:00","16.1","","9.0","","63","","1","","9","","24.1","","99.27","","","","","","Mostly Cloudy"
"2013-07-01 06:00","2013","07","01","06:00","16.2","","9.6","","65","","36","","7","","16.1","","99.32","","","","","","Mostly Cloudy"
"2013-07-01 07:00","2013","07","01","07:00","17.3","","10.1","","63","","2","","13","","19.3","","99.32","","","","","","Mostly Cloudy"
"2013-07-01 08:00","2013","07","01","08:00","18.4","","10.5","","60","","3","","13","","19.3","","99.38","","","","","","Mostly Cloudy"
"2013-07-01 09:00","2013","07","01","09:00","19.8","","11.5","","59","","3","","15","","19.3","","99.39","","","","","","Cloudy"
"2013-07-01 10:00","2013","07","01","10:00","20.2","","9.8","","51","","5","","15","","19.3","","99.42","","","","","","Cloudy"
"2013-07-01 11:00","2013","07","01","11:00","20.5","","10.3","","52","","3","","19","","19.3","","99.41","","","","","","Cloudy"
"2013-07-01 12:00","2013","07","01","12:00","20.8","","10.8","","53","","4","","19","","24.1","","99.44","","","","","","Cloudy"
"2013-07-01 13:00","2013","07","01","13:00","20.9","","10.6","","52","","2","","19","","24.1","","99.43","","","","","","Cloudy"
"2013-07-01 14:00","2013","07","01","14:00","22.3","","11.5","","50","","3","","20","","24.1","","99.40","","","","","","Mostly Cloudy"
"2013-07-01 15:00","2013","07","01","15:00","23.6","","12.1","","48","","5","","24","","24.1","","99.39","","26","","","","Mostly Cloudy"
"2013-07-01 16:00","2013","07","01","16:00","22.9","","9.1","","41","","5","","20","","24.1","","99.38","","","","","","Mostly Cloudy"
"2013-07-01 17:00","2013","07","01","17:00","22.1","","9.8","","46","","5","","20","","24.1","","99.40","","","","","","Mostly Cloudy"
"2013-07-01 18:00","2013","07","01","18:00","20.8","","9.7","","49","","6","","24","","24.1","","99.47","","","","","","Mostly Cloudy"
"2013-07-01 19:00","2013","07","01","19:00","20.3","","10.5","","53","","5","","17","","24.1","","99.51","","","","","","Mostly Cloudy"
"2013-07-01 20:00","2013","07","01","20:00","19.5","","10.3","","55","","4","","13","","24.1","","99.58","","","","","","Mostly Cloudy"
"2013-07-01 21:00","2013","07","01","21:00","18.8","","10.5","","59","","1","","9","","24.1","","99.61","","","","","","Mostly Cloudy"
"2013-07-01 22:00","2013","07","01","22:00","18.4","","10.5","","60","","3","","13","","24.1","","99.56","","","","","","Mostly Cloudy"
"2013-07-01 23:00","2013","07","01","23:00","18.3","","10.2","","59","","6","","13","","24.1","","99.60","","","","","","Mostly Cloudy"
"2013-07-02 00:00","2013","07","02","00:00","18.1","","10.6","","62","","2","","7","","24.1","","99.56","","","","","","Mostly Cloudy"
