"Station Name","TORONTO BUTTONVILLE A"
"Province","ONTARIO"
"Current Station Operator","NAV Canada"
"Latitude","43.86"
"Longitude","-79.37"
"Elevation","198.10"
"Climate Identifier","6158409"
"WMO Identifier",""
"TC Identifier","YKZ"
"All times are specified in Local Standard Time (LST). Add 1 hour to adjust for Daylight Saving Time where and when it is observed."

"Legend"
"E","Estimated"
"M","Missing"
"NA","Not Available"

"Date/Time","Year","Month","Day","Time","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"2019-03-01 00:00","2019","03","01","00:00","-11.1","","-13.4","","83","","35","","2","","","M","99.95","","","","-12","","NA"
"2019-03-01 01:00","2019","03","01","01:00","-11.0","","-13.2","","84","","36","","3","","","M","99.95","","","","-13","","NA"
"2019-03-01 02:00","2019","03","01","02:00","-11.7","","-13.7","","85","","35","","3","","","M","99.96","","","","-14","","NA"
"2019-03-01 03:00","2019","03","01","03:00","-12.4","","-14.2","","87","","35","","7","","","M","99.92","","","","-17","","NA"
"2019-03-01 04:00","2019","03","01","04:00","-12.9","","-14.7","","86","","34","","7","","","M","99.94","","","","-17","","NA"
"2019-03-01 05:00","2019","03","01","05:00","-13.1","","-14.8","","87","","34","","5","","","M","99.94","","","","-16","","NA"
"2019-03-01 06:00","2019","03","01","06:00","-13.4","","-15.2","","86","","34","","6","","","M","99.99","","","","-17","","NA"
"2019-03-01 07:00","2019","03","01","07:00","-13.0","","-14.9","","86","","34","","3","","","M","100.04","","","","-15","","NA"
"2019-03-01 08:00","2019","03","01","08:00","-10.5","","-12.2","","87","","33","","5","","","M","100.04","","","","-14","","NA"
"2019-03-01 09:00","2019","03","01","09:00","-7.8","","-10.1","","83","","1","","5","","","M","100.09","","","","-10","","NA"
"2019-03-01 10:00","2019","03","01","10:00","-5.0","","-8.8","","75","","5","","2","","","M","100.04","","","","-6","","NA"
"2019-03-01 11:00","2019","03","01","11:00","-3.1","","-8.8","","65","","18","","3","","","M","100.05","","","","-4","","NA"
"2019-03-01 12:00","2019","03","01","12:00","-2.3","","-10.0","","56","","17","","4","","","M","100.03","","","","-4","","NA"
"2019-03-01 13:00","2019","03","01","13:00","-1.8","","-9.0","","58","","13","","6","","","M","99.99","","","","-4","","NA"
"2019-03-01 14:00","2019","03","01","14:00","-1.1","","-9.3","","54","","11","","2","","","M","99.90","","","","-2","","NA"
"2019-03-01 15:00","2019","03","01","15:00","-0.9","","-8.6","","56","","13","","13","","","M","99.84","","","","-5","","NA"
"2019-03-01 16:00","2019","03","01","16:00","-1.9","","-7.4","","66","","12","","17","","","M","99.85","","","","-7","","NA"
"2019-03-01 17:00","2019","03","01","17:00","-2.5","","-7.5","","68","","11","","11","","","M","99.87","","","","-7","","NA"
"2019-03-01 18:00","2019","03","01","18:00","-3.2","","-7.9","","70","","11","","8","","","M","99.85","","","","-6","","NA"
"2019-03-01 19:00","2019","03","01","19:00","-3.6","","-7.9","","72","","8","","5","","","M","99.86","","","","-6","","NA"
"2019-03-01 20:00","2019","03","01","20:00","-4.0","","-7.8","","75","","7","","4","","","M","99.86","","","","-6","","NA"
"2019-03-01 21:00","2019","03","01","21:00","-5.8","","-8.5","","81","","2","","5","","","M","99.84","","","","-8","","NA"
"2019-03-01 22:00","2019","03","01","22:00","-6.4","","-8.8","","83","","36","","6","","","M","99.81","","","","-9","","NA"
"2019-03-01 23:00","2019","03","01","23:00","-6.3","","-8.7","","83","","35","","4","","","M","99.79","","","","-8","","NA"
"2019-03-02 00:00","2019","03","02","00:00","-6.7","","-8.9","","85","","4","","3","","","M","99.73","","","","-8","","NA"
"2019-03-02 01:00","2019","03","02","01:00","-6.5","","-8.9","","83","","36","","7","","","M","99.69","","","","-10","","NA"
