"Station Name","TORONTO BUTTONVILLE A"
"Province","ONTARIO"
"Latitude","43.86"
"Longitude","-79.37"
"Elevation","198.10"
"Climate Identifier","6158410"
"WMO Identifier","71639"
"TC Identifier","YKZ"
"All times are specified in Local Standard Time (LST). Add 1 hour to adjust for Daylight Saving Time where and when it is observed."

"Legend"
"E","Estimated"
"M","Missing"
"NA","Not Available"

"Date/Time","Year","Month","Day","Time","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"2016-01-01 00:00","2016","01","01","00:00","-0.6","","-4.1","","77","","24","","14","","11.3","","99.32","","","","-5","","Snow"
"2016-01-01 01:00","2016","01","01","01:00","-0.4","","-4.8","","72","","24","","17","","19.3","","99.29","","","","-5","","Cloudy"
"2016-01-01 02:00","2016","01","01","02:00","-0.5","","-4.6","","74","","24","","14","","19.3","","99.23","","","","-5","","NA"
"2016-01-01 03:00","2016","01","01","03:00","-0.5","","-4.8","","73","","25","","20","","19.3","","99.22","","","","-6","","NA"
"2016-01-01 04:00","2016","01","01","04:00","-0.7","","-4.2","","77","","26","","21","","19.3","","99.19","","","","-6","","Cloudy"
"2016-01-01 05:00","2016","01","01","05:00","-0.8","","-5.8","","69","","26","","17","","24.1","","99.12","","","","-6","","Snow"
"2016-01-01 06:00","2016","01","01","06:00"
"2016-01-01 07:00","2016","01","01","07:00","-1.1","","-5.5","","72","","23","","16","","19.3","","99.07","","","","-6","","Cloudy"
"2016-01-01 08:00","2016","01","01","08:00","-1.3","","-6.1","","70","","24","","16","","19.3","","99.06","","","","-6","","Snow"
"2016-01-01 09:00","2016","01","01","09:00","-2.6","","-3.9","","91","","23","","11","","4.8","","99.08","","","","-7","","Snow"
"2016-01-01 10:00","2016","01","01","10:00","-2.0","","-7.5","","66","","27","","13","","24.1","","99.08","","","","-6","","Cloudy"
"2016-01-01 11:00","2016","01","01","11:00","-1.4","","-8.6","","58","","27","","20","","24.1","","99.09","","","","-7","","NA"
"2016-01-01 12:00","2016","01","01","12:00","-2.0","","-7.0","","69","","25","","17","","19.3","","99.04","","","","-7","","NA"
"2016-01-01 13:00","2016","01","01","13:00","-2.1","","-6.7","","71","","25","","18","","6.4","","98.99","","","","-8","","Snow"
"2016-01-01 14:00","2016","01","01","14:00","-2.7","","-5.0","","84","","25","","16","","4.0","","98.96","","","","-8","","Snow"
"2016-01-01 15:00","2016","01","01","15:00","-2.0","","-7.3","","67","","26","","18","","24.1","","98.96","","","","-7","","NA"
"2016-01-01 16:00","2016","01","01","16:00","-1.8","","-8.6","","60","","27","","19","","24.1","","99.03","","","","-7","","Mostly Cloudy"
