"Station Name","TORONTO BUTTONVILLE A"
"Province","ONTARIO"
"Latitude","43.86"
"Longitude","-79.37"
"Elevation","198.10"
"Climate Identifier","6158409"
"WMO Identifier",""
"TC Identifier","YKZ"
"All times are specified in Local Standard Time (LST). Add 1 hour to adjust for Daylight Saving Time where and when it is observed."

"Legend"
"E","Estimated"
"M","Missing"
"NA","Not Available"

"Date/Time","Year","Month","Day","Time","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"2017-08-01 00:00","2017","08","01","00:00","20.8","","17.6","","82","","32","","7","","","M","99.52","","27","","","","NA"
"2017-08-01 01:00","2017","08","01","01:00","20.3","","17.2","","82","","33","","3","","","M","99.49","","26","","","","NA"
"2017-08-01 02:00","2017","08","01","02:00","19.9","","17.0","","83","","35","","6","","","M","99.47","","","","","","NA"
"2017-08-01 03:00","2017","08","01","03:00","19.0","","16.8","","86","","35","","7","","","M","99.45","","","","","","NA"
"2017-08-01 04:00","2017","08","01","04:00","19.1","","16.9","","87","","1","","3","","","M","99.45","","","","","","NA"
"2017-08-01 05:00","2017","08","01","05:00","18.7","","16.5","","87","","2","","4","","","M","99.46","","","","","","NA"
"2017-08-01 06:00","2017","08","01","06:00","18.3","","16.7","","91","","4","","3","","","M","99.48","","","","","","NA"
"2017-08-01 07:00","2017","08","01","07:00","21.3","","18.4","","83","","7","","1","","","M","99.52","","28","","","","NA"
"2017-08-01 08:00","2017","08","01","08:00","22.6","","18.0","","75","","7","","6","","","M","99.55","","29","","","","NA"
"2017-08-01 09:00","2017","08","01","09:00","24.3","","17.8","","67","","5","","3","","","M","99.52","","30","","","","NA"
"2017-08-01 10:00","2017","08","01","10:00","26.6","","18.7","","61","","21","","8","","","M","99.51","","33","","","","NA"
"2017-08-01 11:00","2017","08","01","11:00","27.4","","17.7","","55","","25","","3","","","M","99.48","","33","","","","NA"
"2017-08-01 12:00","2017","08","01","12:00","28.4","","17.0","","50","","35","","3","","","M","99.45","","34","","","","NA"
"2017-08-01 13:00","2017","08","01","13:00","29.0","","16.2","","45","","25","","8","","","M","99.39","","34","","","","NA"
"2017-08-01 14:00","2017","08","01","14:00","28.7","","14.2","","40","","7","","10","","","M","99.32","","32","","","","NA"
"2017-08-01 15:00","2017","08","01","15:00","24.4","","17.0","","63","","25","","18","","","M","99.33","","30","","","","NA"
"2017-08-01 16:00","2017","08","01","16:00","23.0","","16.9","","68","","26","","10","","","M","99.31","","28","","","","NA"
"2017-08-01 17:00","2017","08","01","17:00","23.8","","18.3","","71","","29","","8","","","M","99.35","","30","","","","NA"
"2017-08-01 18:00","2017","08","01","18:00","22.8","","17.1","","70","","34","","7","","","M","99.31","","28","","","","NA"
"2017-08-01 19:00","2017","08","01","19:00","23.0","","17.4","","70","","17","","2","","","M","99.27","","29","","","","NA"
"2017-08-01 20:00","2017","08","01","20:00","23.3","","16.9","","67","","25","","2","","","M","99.33","","29","","","","NA"
"2017-08-01 21:00","2017","08","01","21:00","21.0","","17.4","","80","","1","","3","","","M","99.38","","27","","","","NA"
"2017-08-01 22:00","2017","08","01","22:00","20.4","","16.8","","79","","5","","3","","","M","99.36","","26","","","","NA"
"2017-08-01 23:00","2017","08","01","23:00","19.8","","17.0","","84","","35","","4","","","M","99.33","","","","","","NA"
"2017-08-02 00:00","2017","08","02","00:00","18.6","","16.8","","89","","1","","3","","","M","99.34","","","","","","NA"
"2017-08-02 01:00","2017","08","02","01:00","18.2","","16.4","","89","","36","","4","","","M","99.31","","","","","","NA"
