"Station Name","TORONTO BUTTONVILLE A"
"Province","ONTARIO"
"Latitude","43.86"
"Longitude","-79.37"
"Elevation","198.10"
"Climate Identifier","615HMAK"
"WMO Identifier","71639"
"TC Identifier","YKZ"
"All times are specified in Local Standard Time (LST). Add 1 hour to adjust for Daylight Saving Time where and when it is observed."

"Legend"
"E","Estimated"
"M","Missing"
"NA","Not Available"

"Date/Time","Year","Month","Day","Time","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"2014-09-01 00:00","2014","09","01","00:00","18.1","","16.6","","91","","3","","6","","24.1","","99.10","","","","","","Mainly Clear"
"2014-09-01 01:00","2014","09","01","01:00","18.1","","16.5","","90","","","","0","","24.1","","99.10","","","","","","Mainly Clear"
"2014-09-01 02:00","2014","09","01","02:00","17.0","","16.0","","94","","","","0","","24.1","","99.12","","","","","","Mainly Clear"
"2014-09-01 03:00","2014","09","01","03:00","17.2","","16.1","","93","","","","0","","24.1","","99.14","","","","","","Mostly Cloudy"
"2014-09-01 04:00","2014","09","01","04:00","16.4","","15.6","","95","","1","","4","","24.1","","99.15","","","","","","Mainly Clear"
"2014-09-01 05:00","2014","09","01","05:00","16.6","","15.6","","94","","","","0","","24.1","","99.12","","","","","","Mainly Clear"
"2014-09-01 06:00","2014","09","01","06:00","16.7","","15.7","","94","","","","0","","24.1","","99.14","","","","","","Mostly Cloudy"
"2014-09-01 07:00","2014","09","01","07:00","18.4","","17.0","","92","","11","","7","","24.1","","99.13","","","","","","Cloudy"
"2014-09-01 08:00","2014","09","01","08:00","19.4","","18.3","","93","","13","","6","","11.3","","99.09","","","","","","Cloudy"
"2014-09-01 09:00","2014","09","01","09:00","20.4","","19.2","","93","","11","","6","","2.8","","99.08","","27","","","","Fog"
"2014-09-01 10:00","2014","09","01","10:00","20.6","","19.7","","95","","14","","7","","1.6","","99.03","","28","","","","Drizzle,Fog"
"2014-09-01 11:00","2014","09","01","11:00","22.8","","20.9","","89","","18","","7","","12.9","","98.99","","31","","","","Cloudy"
"2014-09-01 12:00","2014","09","01","12:00","24.9","","20.8","","78","","18","","17","","19.3","","98.90","","33","","","","Cloudy"
"2014-09-01 13:00","2014","09","01","13:00","25.8","","20.7","","73","","17","","22","","24.1","","98.84","","34","","","","Mostly Cloudy"
"2014-09-01 14:00","2014","09","01","14:00","25.8","","20.8","","74","","18","","17","","24.1","","98.75","","34","","","","Mostly Cloudy"
"2014-09-01 15:00","2014","09","01","15:00","25.4","","20.8","","76","","18","","15","","24.1","","98.70","","34","","","","Cloudy"
"2014-09-01 16:00","2014","09","01","16:00","25.6","","20.8","","75","","16","","17","","24.1","","98.63","","34","","","","Mostly Cloudy"
"2014-09-01 17:00","2014","09","01","17:00","25.7","","20.6","","73","","17","","22","","24.1","","98.61","","34","","","","Mostly Cloudy"
"2014-09-01 18:00","2014","09","01","18:00","25.9","","19.8","","69","","18","","22","","24.1","","98.61","","33","","","","Mostly Cloudy"
"2014-09-01 19:00","2014","09","01","19:00","25.9","","19.5","","68","","22","","13","","19.3","","98.66","","33","","","","Mainly Clear"
"2014-09-01 20:00","2014","09","01","20:00","24.2","","19.6","","76","","19","","7","","19.3","","98.66","","31","","","","Mostly Cloudy"
"2014-09-01 21:00","2014","09","01","21:00","24.7","","19.7","","74","","18","","13","","19.3","","98.55","","32","","","","Rain Showers"
"2014-09-01 22:00","2014","09","01","22:00","23.6","","20.8","","84","","21","","17","","11.3","","98.58","","32","","","","Rain Showers"
"2014-09-01 23:00","2014","09","01","23:00","23.0","","20.9","","88","","21","","17","","16.1","","98.48","","31","","","","Cloudy"
"2014-09-02 00:00","2014","09","02","00:00","23.2","","20.5","","85","","24","","17","","19.3","","98.48","","31","","","","Cloudy"
"2014-09-02 01:00","2014","09","02","01:00","22.1","","19.9","","87","","24","","17","","19.3","","98.52","","30","","","","Cloudy"
"2014-09-02 02:00","2014","09","02","02:00","21.4","","19.3","","88","","24","","11","","19.3","","98.53","","28","","","","Clear"
"2014-09-02 03:00","2014","09","02","03:00","20.8","","19.0","","89","","24","","9","","16.1","","98.56","","28","","","","Clear"
"2014-09-02 04:00","2014","09","02","04:00","20.5","","19.0","","91","","24","","7","","16.1","","98.60","","27","","","","Clear"
"2014-09-02 05:00","2014","09","02","05:00","19.8","","18.7","","93","","","","0","","12.9","","98.66","","","","","","Mainly Clear"
"2014-09-02 06:00","2014","09","02","06:00","18.9","","18.2","","96","","","","0","","9.7","","98.72","","","","","","Fog"
"2014-09-02 07:00","2014","09","02","07:00","21.9","","19.8","","88","","24","","6","","12.9","","98.72","","29","","","","Mostly Cloudy"
"2014-09-02 08:00","2014","09","02","08:00","23.6","","19.5","","78","","26","","7","","16.1","","98.68","","31","","","","Mainly Clear"
"2014-09-02 09:00","2014","09","02","09:00","24.5","","20.0","","76","","21","","7","","19.3","","98.68","","32","","","","Mostly Cloudy"
"2014-09-02 10:00","2014","09","02","10:00","25.4","","19.6","","70","","22","","13","","19.3","","98.72","","33","","","","Cloudy"
"2014-09-02 11:00","2014","09","02","11:00","24.6","","18.9","","71","","23","","13","","19.3","","98.65","","31","","","","Cloudy"
"2014-09-02 12:00","2014","09","02","12:00","22.3","","20.4","","89","","24","","6","","12.9","","98.59","","30","","","","Rain Showers"
"2014-09-02 13:00","2014","09","02","13:00","21.5","","20.9","","96","","32","","19","","8.0","","98.59","","30","","","","Rain Showers,Fog"
"2014-09-02 14:00","2014","09","02","14:00","17.9","","16.8","","93","","27","","4","","8.0","","98.62","","","","","","Thunderstorms,Rain Showers,Fog"
"2014-09-02 15:00","2014","09","02","15:00","18.5","","17.5","","94","","22","","4","","16.1","","98.61","","","","","","Rain Showers"
