Date/Time,Year,Month,Day,Max Temp (°C),Min Temp (°C),Mean Temp (°C),Total Rain (mm),Total Snow (cm),Total Precip (mm),Snow on Grnd (cm),Spd of Max Gust (km/h)
2016-01-01,2016,1,1,1.5,-3.5,-1.0,0.0,2.0,0.8,3.0,0.0
2016-01-02,2016,1,2,1.0,-4.5,-1.8,0.0,0.0,0.0,4.0,0.0
2016-01-03,2016,1,3,1.5,-4.0,-1.3,0.0,0.0,0.0,1.0,0.0
2016-01-04,2016,1,4,-10.5,-15.5,-13.0,0.0,0.0,0.0,1.0,0.0
2016-01-05,2016,1,5,-2.5,-16.5,-9.5,0.0,0.0,0.0,1.0,0.0
2016-01-06,2016,1,6,2.5,-6.0,-1.8,0.0,0.0,0.0,1.0,0.0
2016-01-07,2016,1,7,4.0,-7.5,-1.8,0.0,0.0,0.0,0.0,0.0
2016-01-08,2016,1,8,5.0,-5.0,0.0,6.2,0.0,6.2,0.0,0.0
2016-01-09,2016,1,9,8.0,1.0,4.5,12.4,0.0,12.4,0.0,0.0
2016-01-10,2016,1,10,7.0,-1.0,3.0,10.0,0.2,10.0,0.0,0.0
2016-01-11,2016,1,11,0.5,-9.0,-4.3,0.0,8.8,4.0,0.0,0.0
2016-01-12,2016,1,12,-1.5,-10.5,-6.0,0.0,2.6,0.2,9.0,0.0
2016-01-13,2016,1,13,-6.0,-10.5,-8.3,0.0,0.4,0.4,9.0,0.0
2016-01-14,2016,1,14,-0.5,-9.5,-5.0,0.0,0.6,0.2,8.0,0.0
2016-01-15,2016,1,15,4.0,-4.0,0.0,3.2,0.0,3.2,7.0,0.0
2016-01-16,2016,1,16,2.5,-3.0,-0.3,0.0,0.0,0.0,2.0,0.0
2016-01-17,2016,1,17,-0.5,-6.5,-3.5,0.0,0.2,0.2,2.0,0.0
2016-01-18,2016,1,18,-7.0,-12.0,-9.5,0.0,0.2,0.2,2.0,0.0
2016-01-19,2016,1,19,-3.0,-15.5,-9.3,0.0,0.0,0.0,2.0,0.0
2016-01-20,2016,1,20,-3.5,-5.5,-4.5,0.0,0.0,0.0,1.0,0.0
2016-01-21,2016,1,21,-3.0,-8.0,-5.5,0.0,0.0,0.0,0.0,0.0
2016-01-22,2016,1,22,-1.5,-12.0,-6.8,0.0,0.0,0.0,0.0,0.0
2016-01-23,2016,1,23,-2.5,-11.0,-6.8,0.0,0.0,0.0,0.0,0.0
2016-01-24,2016,1,24,1.0,-11.0,-5.0,0.0,0.0,0.0,0.0,0.0
2016-01-25,2016,1,25,6.0,-2.5,1.8,0.2,0.0,0.2,0.0,0.0
2016-01-26,2016,1,26,6.5,-1.0,2.8,0.0,1.0,0.8,0.0,0.0
2016-01-27,2016,1,27,1.0,-4.0,-1.5,0.0,0.0,0.0,1.0,0.0
2016-01-28,2016,1,28,1.5,-2.0,-0.3,0.0,4.2,1.6,0.0,0.0
2016-01-29,2016,1,29,-2.0,-9.0,-5.5,0.0,0.0,0.0,4.0,0.0
2016-01-30,2016,1,30,5.0,-9.5,-2.3,0.0,0.0,0.0,2.0,0.0
2016-01-31,2016,1,31,10.5,-2.0,4.3,3.6,0.0,3.6,0.0,0.0
2016-02-01,2016,2,1,11.0,1.5,6.3,0.0,0.0,0.0,0.0,0.0
2016-02-02,2016,2,2,7.5,-2.5,2.5,6.8,0.0,6.8,0.0,0.0
2016-02-03,2016,2,3,16.0,-0.5,7.8,0.0,0.0,0.0,0.0,0.0
2016-02-04,2016,2,4,3.5,0.0,1.8,0.0,0.0,0.0,0.0,0.0
2016-02-05,2016,2,5,1.5,-4.0,-1.3,0.0,0.0,0.0,0.0,0.0
2016-02-06,2016,2,6,4.0,-2.0,1.0,0.0,0.0,0.0,0.0,0.0
2016-02-07,2016,2,7,5.5,-3.0,1.3,0.0,0.0,0.0,0.0,0.0
2016-02-08,2016,2,8,3.5,-1.5,1.0,0.0,0.8,1.0,0.0,0.0
2016-02-09,2016,2,9,1.0,-3.0,-1.0,0.0,1.6,2.0,1.0,0.0
2016-02-10,2016,2,10,-3.0,-6.0,-4.5,0.0,0.2,0.0,1.0,0.0
2016-02-11,2016,2,11,-7.5,-18.0,-12.8,0.0,0.0,0.0,1.0,0.0
2016-02-12,2016,2,12,-4.0,-13.0,-8.5,0.0,0.6,0.6,1.0,0.0
2016-02-13,2016,2,13,-17.5,-26.5,-22.0,0.0,0.0,0.0,3.0,0.0
2016-02-14,2016,2,14,-6.0,-25.5,-15.8,0.0,0.0,0.0,3.0,0.0
2016-02-15,2016,2,15,-1.0,-15.0,-8.0,0.0,4.6,5.4,2.0,0.0
2016-02-16,2016,2,16,0.0,-4.0,-2.0,0.0,4.8,1.6,7.0,0.0
2016-02-17,2016,2,17,-0.5,-5.0,-2.8,0.0,0.0,0.0,11.0,0.0
2016-02-18,2016,2,18,-0.5,-18.5,-9.5,0.0,0.0,0.0,10.0,0.0
2016-02-19,2016,2,19,8.5,-12.0,-1.8,1.2,0.0,1.2,9.0,0.0
2016-02-20,2016,2,20,12.5,3.0,7.8,0.0,0.0,0.0,0.0,0.0
2016-02-21,2016,2,21,5.5,1.0,3.3,0.0,0.0,0.0,0.0,0.0
2016-02-22,2016,2,22,1.5,-5.5,-2.0,0.0,0.0,0.0,0.0,0.0
2016-02-23,2016,2,23,2.0,-7.0,-2.5,0.0,1.2,1.8,0.0,0.0
2016-02-24,2016,2,24,2.0,-2.5,-0.3,22.2,1.8,24.0,1.0,0.0
2016-02-25,2016,2,25,0.5,-3.0,-1.3,0.0,0.8,0.8,1.0,0.0
2016-02-26,2016,2,26,-2.5,-11.5,-7.0,0.0,0.0,0.0,1.0,0.0
2016-02-27,2016,2,27,4.5,-6.5,-1.0,0.0,0.0,0.0,0.0,0.0
2016-02-28,2016,2,28,14.0,0.5,7.3,0.0,0.0,0.0,0.0,0.0
2016-02-29,2016,2,29,5.5,-3.0,1.3,0.0,0.6,0.6,0.0,0.0
2016-03-01,2016,3,1,-8.0,-10.0,-9.0,0.0,12.0,12.8,1.0,0.0
2016-03-02,2016,3,2,-4.5,-11.5,-8.0,0.0,0.0,0.0,14.0,0.0
2016-03-03,2016,3,3,-3.5,-11.0,-7.3,0.0,4.2,1.0,12.0,0.0
2016-03-04,2016,3,4,0.5,-9.5,-4.5,0.0,0.0,0.0,14.0,0.0
2016-03-05,2016,3,5,1.5,-8.5,-3.5,0.0,0.0,0.2,12.0,0.0
2016-03-06,2016,3,6,7.0,-11.5,-2.3,0.0,0.0,0.0,10.0,0.0
2016-03-07,2016,3,7,10.5,-1.0,4.8,0.0,0.0,0.0,7.0,0.0
2016-03-08,2016,3,8,14.5,2.0,8.3,0.0,0.0,0.0,0.0,0.0
2016-03-09,2016,3,9,19.0,2.5,10.8,1.4,0.0,1.4,0.0,0.0
2016-03-10,2016,3,10,11.0,7.5,9.3,2.8,0.0,2.8,0.0,0.0
2016-03-11,2016,3,11,9.5,1.0,5.3,0.0,0.0,0.0,0.0,0.0
2016-03-12,2016,3,12,18.0,-3.5,7.3,0.0,0.0,0.0,0.0,0.0
2016-03-13,2016,3,13,9.0,2.5,5.8,11.0,0.0,11.0,0.0,0.0
2016-03-14,2016,3,14,8.0,3.5,5.8,7.0,0.0,7.0,0.0,0.0
2016-03-15,2016,3,15,9.5,6.0,7.8,0.0,0.0,0.0,0.0,0.0
2016-03-16,2016,3,16,13.0,4.0,8.5,3.4,0.0,3.4,0.0,0.0
2016-03-17,2016,3,17,9.5,0.0,4.8,1.4,0.0,1.4,0.0,0.0
2016-03-18,2016,3,18,5.5,2.0,3.8,0.0,0.0,0.0,0.0,0.0
2016-03-19,2016,3,19,4.0,-6.5,-1.3,0.0,0.0,0.0,0.0,0.0
2016-03-20,2016,3,20,4.5,-6.5,-1.0,0.0,0.0,0.0,0.0,0.0
2016-03-21,2016,3,21,4.0,-4.5,-0.3,0.0,0.0,0.0,0.0,0.0
2016-03-22,2016,3,22,6.0,-5.5,0.3,1.4,0.0,1.4,0.0,0.0
2016-03-23,2016,3,23,,,,0.0,0.0,0.0,0.0,0.0
2016-03-24,2016,3,24,,,,0.0,0.0,0.0,0.0,0.0
2016-03-25,2016,3,25,,,,0.0,0.0,0.0,0.0,0.0
2016-03-26,2016,3,26,8.0,-6.5,0.8,0.0,0.0,0.0,1.0,0.0
2016-03-27,2016,3,27,,,,0.0,0.0,0.0,0.0,0.0
2016-03-28,2016,3,28,,,,0.0,0.0,0.0,0.0,0.0
2016-03-29,2016,3,29,7.5,-1.5,3.0,0.0,0.0,0.0,0.0,0.0
2016-03-30,2016,3,30,12.5,-4.5,4.0,9.0,0.0,9.0,0.0,0.0
2016-03-31,2016,3,31,14.5,5.0,9.8,14.2,0.0,14.2,0.0,0.0
2016-04-01,2016,4,1,9.5,6.5,8.0,0.0,0.0,0.0,0.0,0.0
2016-04-02,2016,4,2,4.5,-1.5,1.5,0.0,0.4,0.2,0.0,0.0
2016-04-03,2016,4,3,-1.5,-8.0,-4.8,0.0,10.6,10.8,0.0,0.0
2016-04-04,2016,4,4,-1.0,-7.0,-4.0,0.0,0.0,0.0,11.0,0.0
2016-04-05,2016,4,5,1.5,-12.0,-5.3,0.0,1.6,1.2,7.0,0.0
2016-04-06,2016,4,6,7.5,-4.0,1.8,7.2,1.2,8.2,3.0,0.0
2016-04-07,2016,4,7,6.5,0.5,3.5,0.0,0.4,0.2,0.0,0.0
2016-04-08,2016,4,8,4.5,-5.0,-0.3,0.0,0.0,0.0,0.0,0.0
2016-04-09,2016,4,9,0.0,-6.0,-3.0,0.0,0.0,0.0,0.0,0.0
2016-04-10,2016,4,10,5.5,-9.0,-1.8,4.2,2.0,7.6,0.0,0.0
2016-04-11,2016,4,11,11.5,-2.0,4.8,1.8,0.0,1.8,0.0,0.0
2016-04-12,2016,4,12,6.5,-1.5,2.5,0.0,0.0,0.0,0.0,0.0
2016-04-13,2016,4,13,7.5,-5.0,1.3,0.0,0.0,0.0,0.0,0.0
2016-04-14,2016,4,14,,,,0.0,0.0,0.0,0.0,0.0
2016-04-15,2016,4,15,,,,0.0,0.0,0.0,0.0,0.0
2016-04-16,2016,4,16,19.0,3.0,11.0,0.0,0.0,0.0,0.0,0.0
2016-04-17,2016,4,17,22.5,2.5,12.5,0.0,0.0,0.0,0.0,0.0
2016-04-18,2016,4,18,24.5,4.0,14.3,0.0,0.0,0.0,0.0,0.0
2016-04-19,2016,4,19,17.0,6.0,11.5,0.0,0.0,0.0,0.0,0.0
2016-04-20,2016,4,20,17.5,0.5,9.0,0.0,0.0,0.0,0.0,0.0
2016-04-21,2016,4,21,18.0,4.0,11.0,3.2,0.0,3.2,0.0,0.0
2016-04-22,2016,4,22,18.5,11.0,14.8,0.0,0.0,0.0,0.0,0.0
2016-04-23,2016,4,23,13.5,2.0,7.8,0.0,0.0,0.0,0.0,0.0
2016-04-24,2016,4,24,13.5,0.0,6.8,0.4,0.0,0.4,0.0,0.0
2016-04-25,2016,4,25,9.0,4.5,6.8,15.2,0.0,15.2,0.0,0.0
2016-04-26,2016,4,26,6.5,1.5,4.0,0.2,0.0,0.2,0.0,0.0
2016-04-27,2016,4,27,13.0,-1.0,6.0,0.0,0.0,0.0,0.0,0.0
2016-04-28,2016,4,28,8.5,-1.5,3.5,0.0,0.0,0.0,0.0,0.0
2016-04-29,2016,4,29,13.5,4.0,8.8,0.0,0.0,0.0,0.0,0.0
2016-04-30,2016,4,30,15.5,0.5,8.0,3.6,0.0,3.6,0.0,0.0
2016-05-01,2016,5,1,10.0,6.5,8.3,4.0,0.0,4.0,0.0,0.0
2016-05-02,2016,5,2,14.5,5.5,10.0,0.4,0.0,0.4,0.0,0.0
2016-05-03,2016,5,3,16.0,2.5,9.3,0.0,0.0,0.0,0.0,0.0
2016-05-04,2016,5,4,17.0,1.5,9.3,0.0,0.0,0.0,0.0,0.0
2016-05-05,2016,5,5,18.0,7.0,12.5,0.6,0.0,0.6,0.0,0.0
2016-05-06,2016,5,6,23.0,5.5,14.3,0.0,0.0,0.0,0.0,0.0
2016-05-07,2016,5,7,18.5,5.5,12.0,0.0,0.0,0.0,0.0,0.0
2016-05-08,2016,5,8,14.0,3.5,8.8,4.8,0.0,4.8,0.0,0.0
2016-05-09,2016,5,9,15.5,1.0,8.3,0.0,0.0,0.0,0.0,0.0
2016-05-10,2016,5,10,17.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0
2016-05-11,2016,5,11,19.5,3.5,11.5,0.0,0.0,0.0,0.0,0.0
2016-05-12,2016,5,12,24.5,5.0,14.8,16.8,0.0,16.8,0.0,0.0
2016-05-13,2016,5,13,20.5,14.5,17.5,3.4,0.0,3.4,0.0,0.0
2016-05-14,2016,5,14,14.0,8.0,11.0,1.4,0.0,1.4,0.0,0.0
2016-05-15,2016,5,15,8.5,1.0,4.8,1.0,0.0,1.0,0.0,0.0
2016-05-16,2016,5,16,18.0,1.0,9.5,6.2,0.0,6.2,0.0,0.0
2016-05-17,2016,5,17,17.5,3.0,10.3,0.0,0.0,0.0,0.0,0.0
2016-05-18,2016,5,18,18.0,3.0,10.5,0.0,0.0,0.0,0.0,0.0
2016-05-19,2016,5,19,20.5,9.0,14.8,0.0,0.0,0.0,0.0,0.0
2016-05-20,2016,5,20,23.0,4.5,13.8,0.0,0.0,0.0,0.0,0.0
2016-05-21,2016,5,21,24.0,11.0,17.5,0.0,0.0,0.0,0.0,0.0
2016-05-22,2016,5,22,24.5,12.0,18.3,0.0,0.0,0.0,0.0,0.0
2016-05-23,2016,5,23,27.0,8.0,17.5,0.0,0.0,0.0,0.0,0.0
2016-05-24,2016,5,24,29.5,8.5,19.0,0.0,0.0,0.0,0.0,0.0
2016-05-25,2016,5,25,29.5,13.5,21.5,0.0,0.0,0.0,0.0,0.0
2016-05-26,2016,5,26,25.5,15.0,20.3,5.6,0.0,5.6,0.0,0.0
2016-05-27,2016,5,27,29.0,15.5,22.3,3.6,0.0,3.6,0.0,0.0
2016-05-28,2016,5,28,32.0,17.0,24.5,0.0,0.0,0.0,0.0,0.0
2016-05-29,2016,5,29,31.0,19.0,25.0,0.0,0.0,0.0,0.0,0.0
2016-05-30,2016,5,30,27.5,17.5,22.5,0.0,0.0,0.0,0.0,0.0
2016-05-31,2016,5,31,25.5,12.5,19.0,0.0,0.0,0.0,0.0,0.0
2016-06-01,2016,6,1,20.0,10.5,15.3,0.4,0.0,0.4,0.0,0.0
2016-06-02,2016,6,2,30.0,14.5,22.3,0.0,0.0,0.0,0.0,0.0
2016-06-03,2016,6,3,26.0,11.5,18.8,0.0,0.0,0.0,0.0,0.0
2016-06-04,2016,6,4,28.5,12.5,20.5,11.2,0.0,11.2,0.0,0.0
2016-06-05,2016,6,5,24.0,16.0,20.0,2.0,0.0,2.0,0.0,0.0
2016-06-06,2016,6,6,26.0,15.0,20.5,2.6,0.0,2.6,0.0,0.0
2016-06-07,2016,6,7,20.0,14.5,17.3,0.0,0.0,0.0,0.0,0.0
2016-06-08,2016,6,8,14.0,7.0,10.5,0.0,0.0,0.0,0.0,0.0
2016-06-09,2016,6,9,20.5,7.0,13.8,0.0,0.0,0.0,0.0,0.0
2016-06-10,2016,6,10,24.0,5.0,14.5,20.6,0.0,20.6,0.0,0.0
2016-06-11,2016,6,11,30.5,11.0,20.8,0.0,0.0,0.0,0.0,0.0
2016-06-12,2016,6,12,20.5,12.5,16.5,0.0,0.0,0.0,0.0,0.0
2016-06-13,2016,6,13,18.0,10.5,14.3,0.0,0.0,0.0,0.0,0.0
2016-06-14,2016,6,14,23.0,6.5,14.8,0.0,0.0,0.0,0.0,0.0
2016-06-15,2016,6,15,26.0,7.5,16.8,0.4,0.0,0.4,0.0,0.0
2016-06-16,2016,6,16,26.5,15.0,20.8,0.0,0.0,0.0,0.0,0.0
2016-06-17,2016,6,17,30.0,11.5,20.8,0.0,0.0,0.0,0.0,0.0
2016-06-18,2016,6,18,32.0,13.0,22.5,0.0,0.0,0.0,0.0,0.0
2016-06-19,2016,6,19,33.0,14.5,23.8,0.0,0.0,0.0,0.0,0.0
2016-06-20,2016,6,20,34.5,21.5,28.0,0.0,0.0,0.0,0.0,0.0
2016-06-21,2016,6,21,26.0,13.0,19.5,0.2,0.0,0.2,0.0,0.0
2016-06-22,2016,6,22,25.5,15.0,20.3,0.0,0.0,0.0,0.0,0.0
2016-06-23,2016,6,23,25.0,10.5,17.8,0.0,0.0,0.0,0.0,0.0
2016-06-24,2016,6,24,28.0,12.5,20.3,0.0,0.0,0.0,0.0,0.0
2016-06-25,2016,6,25,30.0,12.0,21.0,0.0,0.0,0.0,0.0,0.0
2016-06-26,2016,6,26,33.0,14.5,23.8,2.8,0.0,2.8,0.0,0.0
2016-06-27,2016,6,27,32.5,21.5,27.0,0.0,0.0,0.0,0.0,0.0
2016-06-28,2016,6,28,23.5,15.0,19.3,0.0,0.0,0.0,0.0,0.0
2016-06-29,2016,6,29,26.0,14.0,20.0,0.0,0.0,0.0,0.0,0.0
2016-06-30,2016,6,30,28.0,9.0,18.5,0.0,0.0,0.0,0.0,0.0
2016-07-01,2016,7,1,22.5,12.0,17.3,3.2,0.0,3.2,0.0,0.0
2016-07-02,2016,7,2,25.5,12.0,18.8,0.0,0.0,0.0,0.0,0.0
2016-07-03,2016,7,3,28.5,11.5,20.0,0.0,0.0,0.0,0.0,0.0
2016-07-04,2016,7,4,29.5,11.0,20.3,0.0,0.0,0.0,0.0,0.0
2016-07-05,2016,7,5,32.0,17.0,24.5,0.0,0.0,0.0,0.0,0.0
2016-07-06,2016,7,6,32.5,16.5,24.5,0.0,0.0,0.0,0.0,0.0
2016-07-07,2016,7,7,31.0,22.0,26.5,1.8,0.0,1.8,0.0,0.0
2016-07-08,2016,7,8,29.5,19.5,24.5,0.2,0.0,0.2,0.0,0.0
2016-07-09,2016,7,9,27.0,19.5,23.3,0.6,0.0,0.6,0.0,0.0
2016-07-10,2016,7,10,28.5,16.5,22.5,0.0,0.0,0.0,0.0,0.0
2016-07-11,2016,7,11,27.5,15.0,21.3,0.0,0.0,0.0,0.0,0.0
2016-07-12,2016,7,12,33.5,18.0,25.8,0.0,0.0,0.0,0.0,0.0
2016-07-13,2016,7,13,35.5,20.0,27.8,14.4,0.0,14.4,0.0,0.0
